BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate
0704,1000000039,Lakeside Lawn Service,17856 County Road 145,,South Haven,MN,55382,USA,3205586902,,,00157-000,2010-01-01 00:00:00,2021-04-01 00:00:00,False,NR,0.00,2,0,False,Micro-small,False,2021-04-03 04:03:00
0704,1000000040,Robbinsdale Wine & Spirits,3501 Bottineau Blvd,,Robbinsdale,MN,55422,USA,7635379012,,http://www.robbinsdalemn.com/services/municipal-liquor-store,50399-000,2016-04-01 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-14 08:13:00
0704,1000000041,Sky Visions,PO Box 311,,Elgin,ND,58533,USA,,,,70623-000,,,False,NR,0.00,1,0,False,Micro-small,False,2020-02-01 04:31:00
0704,1000000042,Heritage Xteriors,570 Braund St #5,,Onalaska,WI,54650,USA,8663829230,avanwinkle@heritageexteriors.us,http://www.heritagexteriors.com,10126-000,2015-01-13 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-06-11 08:14:00
0704,1000000043,"Alternative Landscaping, LLC",1395 White Bear Ave N,,Saint Paul,MN,55106,,6123251523,jc@everlastingturfs.com,http://www.diyturfguru.com,30020-000,2002-05-20 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2023-01-19 08:51:00
0704,1000000044,Albin Remodeling,1029 36th Ave W,,West Fargo,ND,58078,USA,7017300038,,,10177-000,,2021-06-22 00:00:00,False,NR,0.00,1,0,False,Micro-small,False,2021-07-21 05:18:00
0704,1000000045,Commercial Millwork Solutions,15051 Biscayne Ave W,,Rosemount,MN,55068,USA,6513227968,,,30401-000,,,False,A+,99.59,20,0,False,Small,False,2020-02-01 04:31:00
0704,1000000046,Caliber Products Inc.,12500 W. Frontage Road,,Burnsville,MN,55337,USA,9529859999,pauld@caliberproductsinc.com,http://www.caliberproductsinc.com,80680-000,1996-05-09 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000047,Contract Textiles & Furnishing,17189 Hannibal Ct,,Lakeville,MN,55044,USA,9529977990,,,80496-000,,,False,A+,100.00,1,0,False,Micro-small,False,2021-10-16 04:13:00
0704,1000000048,Shack's Law PLLC,2355 Highway 36 W Ste 413,,Saint Paul,MN,55113,USA,6513334840,evan@shackslaw.com,http://www.shackslaw.com/,60075-000,2012-06-04 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-03 08:23:00
0704,1000000049,Beloved Laser Tattoo Removal,1563 Como Ave,,Falcon Hgts,MN,55108,USA,6517973738,belovedlasertattooremoval@gmail.com,http://www.belovedlasertattooremoval.com,60855-000,2016-04-01 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000050,Pinkham Tax & Accounting,1325 County Road D Cir E,,Saint Paul,MN,55109,USA,6518884050,lindsay@np-cpa.com,http://www.np-cpa.com,60005-000,2016-04-01 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000051,"Stamp-n-Storage, Inc.",25 Michigan St SE Ste B,,Hutchinson,MN,55350,USA,8442390227,contact@stampnstorage.com,http://www.stampnstorage.com/,50194-000,,,False,A+,100.00,1,0,False,Micro-small,False,2022-04-22 08:18:00
0704,1000000052,Personalized Insurance Consulting Agency LLC,3021 E Minnehaha Pkwy,,Minneapolis,MN,55417,USA,6128400785,ekatajamaki@comcast.net,http://personalizedinsuranceconsulting.com/,20027-000,2016-04-04 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-03 09:06:00
0704,1000000053,Uniform Advantage,8366 Highway 7,,Minneapolis,MN,55426,USA,9529333277,bheider@usstores.com,,60294-000,2016-04-04 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000054,Herzl Camp,4330 Cedar Lake Rd S,,Minneapolis,MN,55416,USA,9529274002,,,60179-000,2008-02-08 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-04 08:07:00
0704,1000000055,For Pet&#39;s Sake,11724 Ulysses St NE,,Blaine,MN,55434,USA,7633166827,info@4petssake.biz,,88300-000,2015-04-07 00:00:00,,False,A+,100.00,3,0,False,Small,False,2023-01-11 09:00:00
0704,1000000056,Traverse Counseling & Consulting,9800 Shelard Pkwy Ste 215,,Minneapolis,MN,55441,USA,9525955967,cb@traversecc.org,http://www.traversecc.org/,60540-000,2015-07-15 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2021-11-23 06:33:00
0704,1000000057,American Orthodontists,9800 Shelard Parkway #113,,Minneapolis,MN,55441,USA,6125983330,,,60291-000,2016-04-04 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-10 08:12:00
0704,1000000058,Bomberg Chiropractior,9800 Shelard Parkway #207,,Minneapolis,MN,55441,USA,7634501955,drbobberg@bombergchiropractic.com,https://www.bombergchiropractic.com,60205-000,2016-04-04 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-10 08:12:00
0704,1000000059,Synergy Caf̩-Event Planner ,12401 Wayzata Blvd,,Hopkins,MN,55305,USA,6122426468,info@magicbrad.com,,65259-000,2007-03-15 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000060,"Guardian Counsel, LLC",3800 American Blvd. W. #1500,,Bloomington,MN,55431,USA,9528309913,emichaelis@guardiancounsel.com,,60075-000,2004-12-09 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000061,Olivers Restaurant,12401 Wayzata Blvd,,Hopkins,MN,55305,USA,9528769410,,,50544-000,2016-04-04 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-13 08:07:00
0704,1000000063,"AdrenaCard, Inc.",PO Box 141191,,Minneapolis,MN,55414,USA,7153704855,,,55336-000,2015-04-14 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-14 08:13:00
0704,1000000064,Hair Studio 763,5816 Brookdale Dr N,,Minneapolis,MN,55443,USA,6512788328,,http://www.hairstudio763.com,60134-000,2013-04-23 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-16 08:14:00
0704,1000000065,"FurnitureDealer.net, Inc.",4639 Pinetree Curve,,Eagan,MN,55122,USA,9523457171,clientrelations@furnituredealer.net,http://www.furnituredealer.net,60974-000,2006-08-02 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000066,Med City Fence LLC,2546 Northern Hills Ct NE,,Rochester,MN,55906,USA,5079518137,medcityfence@gmail.com,,50252-000,2008-05-12 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000067,C P R Sales LLC,7600 W 27th St Ste 208,,Minneapolis,MN,55426,USA,9522294467,,,60772-100,2011-03-09 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-04 08:07:00
0704,1000000068,Clockwise Transit,2003 10th Ave S,,Minneapolis,MN,55404,USA,6122080312,,,70631-000,2015-12-20 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2021-11-13 03:59:00
0704,1000000069,Digi Labs,294 Grove Ln E,,Wayzata,MN,55391,USA,,,,30567-000,2016-04-05 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-02-12 09:24:00
0704,1000000072,I Love Photography LLC,1208 Mainstreet,,Hopkins,MN,55343,USA,9526588185,elaine@ilovephotography.us,https://www.ilovephotography.us/,61044-000,2015-06-05 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-10 08:12:00
0704,1000000073,KLM Construction Inc,1255 Wildflower Ln,,Chaska,MN,55318,USA,9525565530,klm.construction@comcast.net,,10177-000,2004-02-01 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000074,Gloria Russell Owner Resources LLC ,527 Lovell Ave,,Saint Paul,MN,55113,USA,6514858826,gloria@russellresourcesllc.com,,60263-100,2013-10-30 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000075,Stephen Rudnicki-designer,31 31st Ave S,,Saint Cloud,MN,56301,USA,3202550128,steverudnicki@hotmail.com,,60057-000,2007-01-01 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000076,"Creative Ape Studios, LLC",100 S 5th St. Suite 1900,,Minneapolis,MN,55402,USA,9527974319,joe.ryan@creativeapestudios.com,http://creativeapestudios.com,60980-000,2015-12-15 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000077,West Funeral Homes,321 Sheyenne Street,,West Fargo,ND,58078,USA,7012826699,,,62000-000,2013-05-22 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-04 08:07:00
0704,1000000078,Jeff Mohr Siding,820 11th St Sw,,Pine City,MN,55063,USA,3202791365,,,10126-000,2016-04-06 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-13 08:07:00
0704,1000000079,"McGrath Automotive, Inc.",7501 Brooklyn Blvd,,Minneapolis,MN,55443,USA,7635608880,cmcgrath@mcgrathautocenter.com,,50610-000,2014-08-05 00:00:00,2018-04-17 00:00:00,False,NR,0.00,2,0,False,Micro-small,False,2021-04-20 04:01:00
0704,1000000080,B & V Tree & Yard Service,904 W Turnpike Ave,,Bismarck,ND,58501,USA,7012551035,,,00219-000,2016-04-06 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-05 08:45:00
0704,1000000081,Z&#39;s Trees,104 12th Street SE,,Cooperstown,ND,58425,USA,7017973653,rodd.zorn@yahoo.com,http://www.zstrees.com,00219-000,2007-01-01 00:00:00,,False,A+,100.00,3,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000082,"Larkin Bros Plumbing, Heating & AC, LLC",PO Box 178,,Maple Lake,MN,55358,USA,7634022143,,https://www.facebook.com/Larkinbrosplumbing2015/timeline,10182-200,2015-05-01 00:00:00,2020-01-01 00:00:00,False,NR,0.00,1,0,False,Micro-small,False,2023-01-02 08:49:00
0704,1000000083,First Pitch Inc,"1799 County Road 90, Suite #5",,Maple Plain,MN,55359,USA,7634796245,sales@firstpitch.com,http://www.firstpitch.com,80680-000,,,False,F,54.00,,0,False,Micro-small,False,2021-07-15 04:16:00
0704,1000000084,"Red Wing Plumbing & Heating, LLC",1615 Old West Main St,,Red Wing,MN,55066,USA,6513889692,garrett@rwplumb.com,http://www.rwplumb.com/,10113-000,2015-07-27 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000087,Allure Skincare and Electrolysis,1675 Greeley St. S.,,Stillwater,MN,55082,USA,6513009155,annieob@comcast.net,,60322-000,2015-03-31 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000088,"Giese&#39;s Plumbing & Services, LLC",17380 62nd St,,New Germany,MN,55367,USA,6124836203,gpsplumbing3@gmail.com,,10113-000,2010-02-01 00:00:00,,True,A+,100.00,2,0,False,Micro-small,False,2022-07-08 12:28:00
0704,1000000089,Mr. Roberts,28179 E Shore Dr,,Pengilly,MN,55775,USA,2188851093,Dan@mrrobertsresort.com,,50544-000,1984-01-01 00:00:00,,False,NR,0.00,2,0,False,Micro-small,False,2022-04-13 08:07:00
0704,1000000090,Joshua Ahlquist Construction,740 Madisoan St,,Anoka,MN,55303,USA,6122019637,,,10177-000,2005-01-13 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-16 08:14:00
0704,1000000091,KMH Erectors Inc,5295 Highway 12,,Maple Plain,MN,55359,USA,7634792022,office@kmhsteel.com,,10145-000,1985-01-01 00:00:00,,False,A+,100.00,45,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000092,The Lock Up ,6250 Olson Memorial Hyw,,Golden Valley,MN,55444,USA,6123140151,,,70610-000,,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-25 08:10:00
0704,1000000093,Jessica Wilson Photography,7299 Terra Court,,Lino Lakes,MN,55014,USA,9524576410,,,60655-100,2012-10-16 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-04 08:07:00
0704,1000000094,MN heat Basketball,3227 Pecks Woods Turn,,New Brighton,MN,55112,USA,,,,60073-000,,,False,NR,0.00,1,0,False,Micro-small,False,2022-10-14 08:13:00
0704,1000000095,85mm Photography,3735 Lakeland Ave N Ste 317,,Robbinsdale,MN,55422,USA,6128347676,office@photographermn.net,http://www.photographermn.net,85281-000,2008-04-06 00:00:00,,False,A+,100.00,2,0,False,Micro-small,False,2022-12-27 08:49:00
0704,1000000096,MOKE Properties LLC,1220 Sumac Circle,,Fergus Falls,MN,56537,USA,,,,60732-000,,,False,NR,0.00,1,0,False,Micro-small,False,2022-06-03 09:03:00
0704,1000000099,White Rhinos Marketing,3317 Kyle Ave N,,Minneapolis,MN,55422,USA,6124193950,synergyscott@yahoo.com,http://www.MinnesotaRoofingCo.com,60772-100,2016-04-01 00:00:00,2017-03-20 00:00:00,False,NR,0.00,10,,False,Small,False,2021-10-16 04:13:00
0704,1000000100,Central Dakota Frontier Cooperative,94 Broadway ,PO Box 300,Napoleon,ND,58561,USA,7017542252,tobyknagel@gmail.com,http://www.dakotafrontier.com,60255-000,2016-04-06 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000101,Hillside Sewer and Drain LLC,2225 W Arrowhead Rd,,Hermantown,MN,55811,USA,2182135063,Hillsideseweranddrain@gmail.com,http://www.plumbercontractorsduluth.com,10043-000,2015-04-13 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-19 08:51:00
0704,1000000102,Lake Dental Group,2200 London Rd Suite 100,,Duluth,MN,55812,USA,2187284272,,,60289-000,,,False,NR,0.00,1,0,False,Micro-small,False,2021-10-21 03:59:00
0704,1000000103,Martinizing Dry Cleaning,5559 Xerxes Ave S,,Minneapolis,MN,55410,USA,6129222449,tmarkwold@aol.com,http://martinizing.com/xerxes/default.aspx,60214-000,,,False,A+,100.00,1,0,False,Micro-small,False,2020-09-10 04:03:00
0704,1000000105,Foss Spine and Wellness,"2921 s frontage road, suite 3",,Moorhead,MN,56560,USA,2182338544,jmfoss26@gmail.com,http://www.fswchiro.com,60205-000,2015-03-31 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2023-01-14 08:57:00
0704,1000000106,"Mike North Construction, LLC",800 N Brown Rd,,Long Lake,MN,55356,USA,6122460027,mikenorth50@gmail.com,,10177-000,2009-11-06 00:00:00,,False,A+,100.00,1,0,False,Micro-small,False,2022-12-02 09:29:00
0704,1000000107,"Prime Attachments, LLC",2452 Lois Ln SE,,Alexandria,MN,56308,USA,3208155905,info@primeattach.com,http://primeattach.com/,10050-000,,,False,A+,100.00,1,0,False,Micro-small,False,2022-09-16 08:15:00
0704,1000000108,Mike Kosak Construction,614 East Fairview Ave,,Olivia,MN,56277,USA,3205235906,,,10177-000,2009-03-02 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-16 08:14:00
0704,1000000109,Mike Scheveck Painting LLC,5908 Halifax Pl,,Minneapolis,MN,55429,USA,7635049768,,,10095-000,2009-06-19 00:00:00,,False,NR,0.00,2,0,False,Micro-small,False,2022-12-06 09:13:00
0704,1000000110,North Central Construction LLC,33837 Helium St NW,,Cambridge,MN,55008,USA,7636914240,,,10035-000,2015-05-21 00:00:00,,False,NR,0.00,1,0,False,Micro-small,False,2022-04-16 08:14:00
