,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia
1210,704,96544054,Roxibiz Inc,13991 Kensington Ave NE,,Prior Lake,MN,55372,USA,7635428902,,https://www.yellowpages.com/prior-lake-mn/mip/roxibiz-inc-481792216,60172-100,Coaching - Business,,,False,A+,100.0,1.0,,False,Micro-small,False,9/14/2021 4:03,Search
1211,704,96544807,Krafty Cabin,1325 27th St SE Lot 615,,Minot,ND,58701,USA,7017202857,,https://www.yellowpages.com/minot-nd/mip/krafty-cabin-480817404,10148-100,Retail Stores,,,False,A+,100.0,1.0,,False,Micro-small,False,3/3/2022 9:49,Search
1212,704,96544664,"Hamm, James",208 Circle Dr,,Saint Charles,MN,55972,USA,5079324679,,https://www.yellowpages.com/saint-charles-mn/mip/hamm-james-479001938,20080-000,Insurance Services,,,False,A+,100.0,,,False,Micro-small,False,7/2/2020 4:06,Search
1213,704,96544203,Jerry's Locksmith Service,629 Apollo Dr,,Lino Lakes,MN,55014,USA,6513440416,,https://www.247locksmiths.io/local/jerrys-locksmith-service-629-apollo-dr-27927.html,60522-000,Locks & Locksmiths,,12/5/2017 0:00,False,NR,0.0,,,False,Micro-small,False,12/8/2020 4:09,Search
1214,704,96544980,Amberwing,615 Pecan Ave,,Duluth,MN,55811,USA,2183552100,,https://amberwing.org/,61006-000,Psychiatrists & Psychiatric Services,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/3/2022 8:23,Search
1215,704,96545228,Balanced Massage Therapy,261 Ruth St N,,Saint Paul,MN,55119,USA,6519688804,,https://www.balancedmassagemn.com/about,60542-000,Massage Therapeutic,2/3/2005 0:00,8/29/2019 0:00,False,NR,0.0,,0.0,False,Micro-small,False,2/12/2020 6:00,Search
1216,704,96544463,Kaah Home Health Care,1304 E Lake St STE 102,,Minneapolis,MN,55407,USA,6128702999,,https://npino.com/home-health/1811192057-kaah-home-health-care-inc./,60441-000,Home Health Services,,4/28/2016 0:00,False,NR,0.0,1.0,,False,Micro-small,False,12/22/2022 9:08,Search
1217,704,96544070,Quality Construction of Eyota,11544 30th St SE,,Eyota,MN,55934,USA,5079514174,,https://www.dnb.com/business-directory/company-profiles.quality_construction_of_eyota.4b318b25712082ef63ddf13e6110b750.html,10035-000,Contractors - General,,,False,A+,100.0,,,False,Micro-small,False,11/5/2020 4:09,Search
1218,704,96544056,Safe House,487 Grand Ave Apt 10,,Saint Paul,MN,55102,USA,6512544744,,https://www.lssmn.org/services/youth-homelessness/twin-cities-metro/safe-house-emergency-youth-shelter-twin-cities,61006-000,Psychiatrists & Psychiatric Services,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/24/2022 9:19,Search
1219,704,96545060,Assurant Employee Benefits,6600 France Ave S Ste 300,,Edina,MN,55435,USA,9528482213,,"https://www.glassdoor.com/Reviews/Assurant-Employee-Benefits-Edina-Reviews-EI_IE14519.0,26_IL.27,32_IC1162277.htm",20080-000,Insurance Services,,1/14/2021 0:00,False,NR,0.0,,,False,Micro-small,False,4/15/2021 4:06,Search
1220,704,96545189,Body Guard Inc,17505 48th Pl N,,Plymouth,MN,55446,USA,7632212032,,https://www.b2byellowpages.com/company-information/298690094-bodyguard-inc.html,60297-000,Detective Agencies,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/23/2022 9:52,Search
1221,704,96544182,J P Productions,4409 Aldrich Ave S,,Minneapolis,MN,55419,USA,6128249884,,https://www.manta.com/c/mt4lxwx/j-p-productions,60582-000,Motion Picture Producers & Studios,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,3/24/2022 8:32,Search
1222,704,96544711,Grand Palms Event Ctr,207 N Chestnut St # 110,,Chaska,MN,55318,USA,9524487206,,https://www.cvent.com/venues/chaska/banquet-facility/grand-palms-event-center/venue-a54f4f83-50f1-4f73-8197-c9aa448d3d59,56000-000,Event Center,4/30/2014 0:00,,False,NR,0.0,,0.0,False,Micro-small,False,3/13/2021 4:08,Search
1223,704,96543924,Mavs Construction,12613 95th Pl N,,Maple Grove,MN,55369,USA,7634939554,,https://www.facebook.com/MavsCon/,10035-000,Contractors - General,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,3/30/2022 9:07,Search
1224,704,96544769,John Griswolds Crt-N-Rnvt,35974 Nacre St NW,,Princeton,MN,55371,USA,6127037989,,https://vymaps.com/US/Tva-Law-Office-T26079968/,10035-000,Contractors - General,,,False,A+,100.0,,,False,Micro-small,False,3/19/2021 3:54,Search
1225,704,96544422,Kalon Salon & Spa Inc,1250 126th Ln NE Ste 700,,Minneapolis,MN,55434,USA,7637574745,,http://kalonsalonmn.com/,60134-000,Beauty Salons,,,False,A+,100.0,,,False,Micro-small,False,7/3/2020 4:12,Search
1226,704,96544305,Generator Solutions,533 Hayward Ave N Ste 150,,Saint Paul,MN,55128,USA,6517709405,,https://www.yellowpages.com/saint-paul-mn/mip/generator-solutions-6836205,60246-100,Computers - Programming,,,False,A+,100.0,1.0,,False,Micro-small,False,7/21/2022 8:46,Search
1227,704,96544193,J D Customs,9568 11th Ave SE,,Minot,ND,58701,USA,7015785598,,https://www.yellowpages.com/minot-nd/mip/j-d-customs-482040489,60950-000,Welding Equipment - Repair,,,False,A+,100.0,1.0,,False,Micro-small,False,2/22/2022 9:34,Search
1228,704,96545155,Alliance Translation Interpret,13326 89th Ave N,,Maple Grove,MN,55369,USA,7634209651,,https://www.yellowpages.com/maple-grove-mn/mip/alliance-translation-interpret-16651192,60901-000,Translators & Interpreters,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2/16/2022 10:06,Search
1229,704,96544160,High Point Aviation,3200 11th St S Unit 220,,Fargo,ND,58104,USA,7013068677,,https://www.manta.com/c/mbn6dw1/high-point-aviation,50037-000,Auto Dealers - Antique & Classic,,,False,A+,100.0,1.0,,False,Micro-small,False,3/25/2022 8:41,Search
1230,704,96544542,Thomas F Carlson,38117 Conger Cir,,North Branch,MN,55056,USA,6128240955,,https://www.startribune.com/obituaries/detail/0000297071/,60172-100,Coaching - Business,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,7/8/2022 12:27,Search
1231,704,96544415,Jay T Schultz,9162 Sycamore Ln N,,Maple Grove,MN,55369,USA,7634209628,,https://www.manta.com/mb_54_B1215_O9F/automotive_exhaust_system_repair_shops/maple_grove_mn,60594-000,Mufflers & Exhaust Systems,4/30/2014 0:00,,False,NR,0.0,,0.0,False,Micro-small,False,3/17/2021 4:44,Search
1232,704,96545031,Ample Financial,1400 Energy Park Dr,,Saint Paul,MN,55108,USA,6517854163,,https://www.yellowpages.com/saint-paul-mn/mip/ample-financial-15145973,20045-000,Investment Advisory Service,1/15/2008 0:00,,False,A+,100.0,,0.0,False,Micro-small,False,8/30/2020 3:51,Search
1233,704,96543909,Lions Gym,3801 France Pl,,Minneapolis,MN,55429,USA,9524747000,,http://www.lionsgym.com/,85310-000,Contractor - Commercial,,12/5/2017 0:00,False,NR,0.0,1.0,,False,Micro-small,False,10/22/2022 8:10,Search
1234,704,96544241,John Gautsche,4634 Indiana Ave N,,Minneapolis,MN,55422,USA,7635355907,,https://www.facebook.com/people/John-Gautsche/100007407675540/,60172-100,Coaching - Business,,,False,A+,100.0,,,False,Micro-small,False,7/3/2020 4:12,Search
1235,704,96543932,New Edge Tool Grinding,21312 150th St NW,,Elk River,MN,55330,USA,7634412126,,https://www.yellowpages.com/elk-river-mn/mip/new-edge-tool-grinding-25790545,50333-000,Hardware - Retail,,,False,A+,100.0,1.0,,False,Micro-small,False,2/26/2022 9:35,Search
1236,704,96543950,P & K Maintenance Inc,20677 Hampshire Way,,Lakeville,MN,55044,USA,9523567803,,https://www.linkedin.com/company/pk-property-services,60478-000,Janitor Service,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,8/9/2022 8:29,Search
1237,704,96545175,Auto Color,13404 W 3rd St,,Duluth,MN,55808,USA,2184645400,,http://autocolor.cc/,60094-000,Auto Body Repair & Painting,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/29/2022 9:44,Search
1238,704,96544053,"Rosenblatt, Justin L",3601 Park Center Blvd Apt 312,,Minneapolis,MN,55416,USA,9529277020,,https://www.ancestry.com/1940-census/usa/Minnesota/Justin-L-Rosenblatt_3f5t4q,20067-000,Stock & Bond Brokers,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2/23/2022 10:21,Search
1239,704,96543983,P & R Auction Liquidators,15777 Jarvis St NW,,Elk River,MN,55330,USA,7634277599,,https://www.yellowpages.com/saint-michael-mn/mip/p-r-auction-liquidators-461193148,60088-000,Auctioneers,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/31/2023 8:46,Search
1240,704,96543954,Multi Di Inc,PO Box 580559,,Minneapolis,MN,55458,USA,9523610670,,https://www.minneapolis.org/things-to-do/,60971-000,Health & Medical - General,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,10/18/2021 3:53,Search
1241,704,96545082,Care Weed,21591 Edison Cir NW,,Elk River,MN,55330,USA,7634411997,,https://www.yellowpages.com/elk-river-mn/mip/care-weed-464100675,00223-000,Weed Control Service,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/20/2022 8:36,Search
1242,704,96544335,John C Mullan Res,6408 Hill A Way Ct,,Minneapolis,MN,55439,USA,9529440983,,https://health.usnews.com/doctors/john-mullan-490543,60970-100,Physicians - Surgeons & Neurosurgeons,4/30/2014 0:00,,False,NR,0.0,,0.0,False,Micro-small,False,3/21/2021 3:53,Search
1243,704,96544326,Swanke Financial LLC,6897 Boudin St NE,,Prior Lake,MN,55372,USA,9529978900,,https://www.swankefinancial.com/,20045-000,Investment Advisory Service,,,False,A+,100.0,,,False,Micro-small,False,2/17/2021 4:35,Search
1244,704,96544549,Thaemert Auto Repair,17925 County Road 53,,Belle Plaine,MN,56011,USA,9528736108,,https://www.yellowpages.com/belle-plaine-mn/mip/thaemert-auto-repair-25668237,60103-000,Auto Repair & Service,,,False,A+,100.0,,,False,Micro-small,False,7/2/2020 4:06,Search
1245,704,96544810,L & S Professional Cleaning Service,416 3rd Ave SW,,Surrey,ND,58785,USA,7015007036,,https://www.yellowpages.com/surrey-nd/l-s-professional-cleaning,60478-000,Janitor Service,,,False,A+,100.0,1.0,,False,Micro-small,False,3/16/2022 8:53,Search
1246,704,96544550,Then Chubb & Assoc,1318 Mckay Dr NE # 250,,Andover,MN,55304,USA,7632769454,,https://www.yellowpages.com/andover-mn/mip/then-chubb-assoc-470520408,20080-000,Insurance Services,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2/6/2022 9:10,Search
1247,704,96545247,Bosacker Welding Repair,22259 376th St,,Le Center,MN,56057,USA,5073574334,,https://www.manta.com/c/mtrmm32/bosacker-welding-repair,60948-000,Welding,,,False,A+,100.0,,,False,Micro-small,False,6/26/2020 4:02,Search
1248,704,96544146,International Translation Service,PO Box 745,,Moorhead,MN,56561,USA,2182337841,,https://www.yellowpages.com/moorhead-mn/mip/international-translation-service-25738554,60901-000,Translators & Interpreters,,,False,A+,100.0,1.0,,False,Micro-small,False,3/5/2022 9:33,Search
1249,704,96545256,Blaine Auto Repair,1550 91st Ave NE Ste 306,,Minneapolis,MN,55449,USA,7637803737,,https://www.blaineautocare.com/,60103-000,Auto Repair & Service,9/7/2010 0:00,9/3/2019 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,9/5/2022 8:07,Search
1250,704,96544353,Timm Weiss Construction Company,2500 Pearson Pkwy,,Minneapolis,MN,55444,USA,7635608686,,https://www.buildzoom.com/contractor/timm-weiss-construction-co,10035-000,Contractors - General,1/26/1993 0:00,,False,A+,100.0,,0.0,False,Micro-small,False,5/23/2021 3:54,Search
1251,704,96545280,Camerata LLC,3033 Excelsior Blvd Ste 525,,Minneapolis,MN,55416,USA,9529208958,,http://www.hoigaardvillage.com/,20061-000,Real Estate Developers,3/13/2000 0:00,4/1/2021 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,4/20/2021 4:01,Search
1252,704,96544313,Gamco Investors Inc,1337 Saint Clair Ave,,Saint Paul,MN,55105,USA,6513409824,,https://gabelli.com/funds/contact,20046-000,Investment Securities,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/28/2022 9:33,Search
1253,704,96544530,Tolvtvar Llc,1401 67th Ave N Apt 203,,Minneapolis,MN,55430,USA,7634329591,,https://www.superpages.com/minneapolis-mn/bpp/tolvtvar-466459622,60245-000,Computers - Service & Repair,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,5/15/2022 8:13,Search
1254,704,96544301,Julie Muelken Insurance,14895 Timberglade Cir NE,,Prior Lake,MN,55372,USA,9524478565,,https://www.linkedin.com/in/julie-muelken-2a68466,20080-000,Insurance Services,,,False,A+,100.0,,,False,Micro-small,False,7/3/2020 4:12,Search
1255,704,96544974,Applewood Point,8100 Russell Ave S,,Minneapolis,MN,55431,USA,9528811001,,https://www.applewoodpointe.com/,60729-102,Real Estate Agents,,,False,A+,100.0,1.0,,False,Micro-small,False,7/12/2022 8:33,Search
1256,704,96544802,"Kern, Richard",733 Marquette Ave Ste 1500,,Minneapolis,MN,55402,USA,6122150188,,https://www.linkedin.com/in/richard-kern-57a3b721,20080-000,Insurance Services,,,False,A+,100.0,,,False,Micro-small,False,7/1/2020 4:26,Search
1257,704,96544783,"Kaess, Ashlie",3169 Fernbrook Ln N,,Plymouth,MN,55447,USA,6122164111,,https://www.ameripriseadvisors.com/Ashlie.S.Kaess/?cid=IP_local_google,20045-000,Investment Advisory Service,,,False,A+,100.0,,,False,Micro-small,False,1/26/2021 4:03,Search
1258,704,96544903,Joel's Renovations,3030 8th St SE,,Minot,ND,58701,USA,7016811189,,https://www.manta.com/c/mb8ndxw/joel-s-renovations,10035-000,Contractors - General,,,False,A+,100.0,,,False,Micro-small,False,7/1/2020 4:26,Search
1259,704,96544362,Klocker's Family Farm Inc,13876 Lakeland Rd,,Saint Joseph,MN,56374,USA,3203634306,,https://opencorporates.com/companies/us_mn/ccad4521-aad4-e011-a886-001ec94ffe7f,60733-000,Real Estate Rental Service,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/5/2021 4:01,Search
1260,704,96545011,Appraisal Partners Inc,2680 Snelling Ave N Ste 100,,Saint Paul,MN,55113,USA,7635039354,,https://www.appraisal-partners.com/,60729-102,Real Estate Agents,4/27/2001 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,10/5/2022 8:45,Search
1261,704,96544077,Rose Lighting & Electrical,PO Box 192,,Maple Lake,MN,55358,USA,9528318020,,https://www.superpages.com/maple-lake-mn/bpp/rose-lighting-electrical-464101893,50345-000,House Furnishings & Services,,,False,A+,100.0,,,False,Micro-small,False,7/8/2020 4:45,Search
1262,704,96545167,Aj's Tree & Lawn Service,5755 Cedarwood St NE,,Prior Lake,MN,55372,USA,6122456167,,https://www.allbiz.com/business/ajs-tree-and-lawn-service-612-245-6167,00219-000,Tree Service,,,False,A+,100.0,,,False,Micro-small,False,6/24/2021 4:05,Search
1263,704,96544659,Rory O&#39;Neill Photography,540 Fairview Ave N,,Saint Paul,MN,55104,USA,6123861123,,https://www.yellowpages.com/saint-paul-mn/mip/rory-oneill-photography-495607941,60658-000,Photographers - Portrait,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,8/12/2022 8:33,Search
1264,704,96544580,Wayde H Bishop Farm,10753 Dodge Mower Rd,,Blooming Prairie,MN,55917,USA,5075832274,,https://www.manta.com/c/mmj84pl/bishop-farms,00128-000,Farms,,,False,A+,100.0,,,False,Micro-small,False,7/2/2020 4:06,Search
1265,704,96544795,Meeker County Motors,100 Parker Ave W,,Dassel,MN,55325,USA,,,https://www.manta.com/c/mbd6lzm/meeker-county-motors,50040-000,Auto Dealers - Used Cars,,,False,NR,0.0,1.0,,False,Micro-small,False,11/17/2021 4:33,Search
1266,704,96544697,Harbinson Consulting Corp,386 Saratoga St S,,Saint Paul,MN,55105,USA,6512537422,,https://www.kimharbinson.com/,60533-000,Management Consultants,4/30/2014 0:00,,False,NR,0.0,,0.0,False,Micro-small,False,3/15/2021 4:04,Search
1267,704,96544767,Ish Elan,3260 County Road 10,,Minneapolis,MN,55429,USA,7632059364,,https://ish-elan.business.site/,60134-000,Beauty Salons,,,False,NR,0.0,1.0,,False,Micro-small,False,6/7/2022 8:10,Search
1268,704,96544100,"Ryan, John B DC",4943 Whispering Way # 1,,Saint Paul,MN,55122,USA,6518959352,,https://www.zocdoc.com/doctor/john-ryan-dc,60205-000,Chiropractors D.C.,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/30/2022 9:16,Search
1269,704,96544911,Mike Lock Service,8320 City Centre Dr,,Saint Paul,MN,55125,USA,6517058062,,https://www.autolocksmithfinder.com/directory/mikes-lock-key-service-listing-6599.aspx,60522-000,Locks & Locksmiths,,8/9/2018 0:00,False,NR,0.0,,,False,Micro-small,False,8/10/2018 4:24,Search
1270,704,96544115,Soyer Builders,1901 W 106th St,,Minneapolis,MN,55431,USA,9528815177,,https://www.yellowpages.com/minneapolis-mn/mip/soyer-builders-25769195,85310-000,Contractor - Commercial,4/30/2014 0:00,11/5/2019 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,11/7/2022 9:16,Search
1271,704,96544106,Schreck&#39;s Horseshoeing,25360 Redwing Ave,,Shafer,MN,55074,USA,6512575248,,http://www.minnesotahorsemensdirectory.com/shafer/schrecks-horseshoeing.php,60147-000,Blacksmiths,4/30/2014 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,8/9/2022 8:29,Search
1272,704,96545039,Attention Deficits Support Service,5100 Thimsen Ave,,Minnetonka,MN,55345,USA,9529339926,,https://www.wellness.com/dir/3133103/counselor/mn/minnetonka/attention-deficits-support-service,61006-000,Psychiatrists & Psychiatric Services,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,3/19/2022 8:30,Search
1273,704,96545222,Bayer Crop Science,400 46th Ave NE Apt 6,,Minot,ND,58703,USA,7018526147,,https://www.manta.com/c/mbsryfg/bayer-crop-science,00128-000,Farms,4/13/2007 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,9/13/2022 8:18,Search
1274,704,96544800,Kgb Financial Group Inc,1 Shannon Dr,,Hastings,MN,55033,USA,6514387922,,https://www.dnb.com/business-directory/company-profiles.k_g_b_financial_group_inc.e64e462e29039b36.html,20085-000,Financial Services,,,False,A+,100.0,1.0,,False,Micro-small,False,2/18/2022 9:10,Search
1275,704,96544272,Hidden Stream Farm Llc,27079 County Road 25,,Elgin,MN,55932,USA,5078762304,,https://hiddenstreamfarm.com/,00128-000,Farms,,,False,A+,100.0,,,False,Micro-small,False,7/3/2020 4:12,Search
1276,704,96544439,Kim's Nail Spa,2904 W 66th St,,Richfield,MN,55423,USA,6128776988,,http://www.kimsnailsparichfield.com/,60134-000,Beauty Salons,,,False,A+,100.0,1.0,,False,Micro-small,False,3/8/2022 9:29,Search
1277,704,96544954,Lakes At Maple Grove By Ry,8413 Norwood Ln N,,Maple Grove,MN,55369,USA,7632734323,,https://www.remax.com/homes-for-sale/mn/maple-grove/lakes-at-maple-grove/neighborhood/556200,10035-000,Contractors - General,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/22/2021 4:11,Search
1278,704,96544250,Kenneth Haggerty,27875 Michael Ave,,Cannon Falls,MN,55009,USA,5072630195,,https://twitter.com/beaconcf?lang=en,60749-000,Court Reporters,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/16/2022 9:13,Search
1279,704,96544833,Meadows of Bloomfield,13818 1/2 Autumnwood Ave,,Rosemount,MN,55068,USA,6513224531,,https://www.realtor.com/realestateandhomes-search/Meadows-of-Bloomfield_Rosemount_MN,60729-102,Real Estate Agents,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/26/2021 3:52,Search
1280,704,96544031,Pfpc Global Fund Service,1700 W 82nd St,,Bloomington,MN,55431,USA,9523460012,,https://www.yellowpages.com/minneapolis-mn/mip/pfpc-global-fund-service-14532605?lid=14532605,20059-000,Pension & Profit Sharing Plans,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/19/2021 3:53,Search
1281,704,96544939,Millblock Properties Llc,6050 Main St,,Rockford,MN,55373,USA,7632761245,,https://www.manta.com/c/mb8wkt6/millblock-properties-llc,60729-102,Real Estate Agents,4/30/2014 0:00,,False,NR,0.0,,0.0,False,Micro-small,False,3/27/2021 4:08,Search
1282,704,96544485,"Khoury, Michael",5850 Opus Pkwy Ste 200,,Minnetonka,MN,55343,USA,9523529209,,https://www.zoominfo.com/p/Michael-Khoury/3054355751,20080-000,Insurance Services,,,False,A+,100.0,,,False,Micro-small,False,7/2/2020 4:06,Search
1283,704,96545127,Chiropractic Associates-Minneapolis,810 Lilac Dr N,,Minneapolis,MN,55422,USA,9524264083,,https://www.healthgrades.com/group-directory/mn-minnesota/golden-valley/chiropractic-associates-of-minneapolis-x89q65,60205-000,Chiropractors D.C.,4/30/2014 0:00,9/16/2019 0:00,False,NR,0.0,,0.0,False,Micro-small,False,9/17/2019 4:21,Search
1284,704,96544543,Thomas Larson Insurance,2599 Cleveland Ave N,,Saint Paul,MN,55113,USA,6512096662,,https://agents.farmers.com/mn/saint-paul/berent-larson?SourceID=AMPALFGMAG&utm_source=GMB&utm_medium=Local&y_source=1_MTU0NzE0My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,20080-000,Insurance Services,4/30/2014 0:00,,False,NR,0.0,,0.0,False,Micro-small,False,8/16/2021 4:06,Search
1285,704,96543936,Northern Select Properties,3721 23rd St S,,Saint Cloud,MN,56301,USA,3202813344,,https://www.yellowpages.com/saint-cloud-mn/mip/northern-select-properties-452525254,60729-102,Real Estate Agents,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/7/2021 3:49,Search
1286,704,96544209,Kazoua Xiong Agency,162 Pennsylvania Ave W Ste B,,Saint Paul,MN,55103,USA,6512242749,,https://www.yellowpages.com/saint-paul-mn/mip/kazoua-xiong-agency-463989073,20080-000,Insurance Services,4/30/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,3/3/2022 9:49,Search
1287,704,96544334,Jmf Enterprises,1418 120th Ave NW,,Minneapolis,MN,55448,USA,7637551374,,https://www.buildzoom.com/contractor/jmf-enterprises-llc,80010-000,Advertising Specialties,,,False,A+,100.0,1.0,,False,Micro-small,False,3/18/2022 8:14,Search
1288,704,96545203,Automotive Wholesaler,462 36th St S,,Fargo,ND,58103,USA,7012937776,,https://www.corwinwholesale.com/,50039-000,Auto Dealers - New Cars,4/30/2014 0:00,7/6/2021 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,5/18/2022 8:56,Search
1289,704,96544310,Federal Deposit Insurance Corp,151 Saint Andrews Ct Ste 1210,,Mankato,MN,56001,USA,5073886318,,https://www.fdic.gov/,20080-000,Insurance Services,,,False,A+,100.0,,,False,Micro-small,False,7/3/2020 4:12,Search
1290,704,96544546,Talk Paths Inc,7460 Abbott Ave N,,Minneapolis,MN,55443,USA,7637548688,,https://www.buzzfile.com/business/Talk-Paths-Inc-763-754-8688,60323-000,Electronic Equipment & Suppliers - Service & Repair,,,False,A+,100.0,,,False,Micro-small,False,7/2/2020 4:06,Search
1291,704,96544854,Lasalle Kennels,10707 Crestridge Dr,,Hopkins,MN,55305,USA,6125457814,,https://www.yellowpages.com/hopkins-mn/mip/lasalle-kennels-466847253,60640-000,Parking Facilities,4/30/2014 0:00,7/5/2022 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,7/8/2022 12:27,Search
