,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,StatusCode
10,92740,704,96540461,Stonehenge Landscaping & Maintenance,1118 Symphony Ln,,Chaska,MN,55318,USA,6123865522.0,alvys@earthlink.net,https://www.earthlink.net/,00155-000,Landscape Contractors,,,False,A+,97.0,1.0,,False,Micro-small,False,2022-01-22 09:34:00,Email,200.0
11,105051,704,1000046352,Dacotah Bank,410 West Villard,,Dickinson,ND,58602,USA,7012251200.0,,https://www.dacotahbank.com/dickinson,20003-000,Banks,1999-01-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-09-02 03:56:00,Search,200.0
12,105052,704,1000046353,Dacotah Bank,410 West Villard,,Dickinson,ND,58602,USA,7012251200.0,,https://www.dacotahbank.com/dickinson,20003-000,Banks,1999-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-03 08:23:00,Search,200.0
13,105053,704,1000046354,Dacotah Bank,121 N Main St,,Hettinger,ND,58639,USA,7015674531.0,,https://www.dacotahbank.com/hettinger,20003-000,Banks,1999-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-01 21:29:00,Search,200.0
14,105054,704,1000046355,Dacotah Bank,2510 8th Ave SW,,Sydney,ND,58401,USA,7019526600.0,,https://www.dacotahbank.com/,20003-000,Banks,1999-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-01 21:29:00,Search,200.0
15,105055,704,1000046356,Dacotah Bank,1121 S Broadway,,Minot,ND,58701,USA,7018521200.0,,https://www.dacotahbank.com/minot,20003-000,Banks,1999-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-01 21:28:00,Search,200.0
16,105056,704,1000046357,Dacotah Bank,4 Atlantic Ave,,Morris,MN,56267,USA,3205893361.0,,https://www.dacotahbank.com/morris,20003-000,Banks,1999-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-01 21:29:00,Search,200.0
17,105057,704,1000046359,Dacotah Bank,15 Main Ave W,,Rolla,ND,58367,USA,7014773175.0,,https://www.dacotahbank.com/rolla,20003-000,Banks,1999-01-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-09-02 03:56:00,Search,200.0
18,105058,704,1000046360,Dacotah Bank,240 3rd St. NW,,Valley City,ND,58072,USA,7018452712.0,,https://www.dacotahbank.com/valley-city,20003-000,Banks,1999-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-06 09:13:00,Search,200.0
19,105059,704,1000046363,Northwoods Construction & Cabinets,50244 County Hwy 50,,Henning,MN,56551,USA,2186406639.0,,https://www.houzz.com/professionals/cabinets-and-cabinetry/northwoods-construction-and-cabinets-inc-pfvwus-pf~598880482,10013-000,Building Contractors,2016-08-03 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-09-02 03:56:00,Search,200.0
20,105060,704,1000046364,Northwoods Construction & Cabinets,50244 County Hwy 50,,Henning,MN,56551,USA,2186406639.0,,https://www.houzz.com/professionals/cabinets-and-cabinetry/northwoods-construction-and-cabinets-inc-pfvwus-pf~598880482,50121-000,Cabinets,2016-08-03 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-09-02 03:56:00,Search,200.0
21,105061,704,1000046380,Holcomb Construction Llc,625 3rd Ave NW,,Milaca,MN,56353,USA,3204933132.0,,https://www.buildzoom.com/contractor/holcomb-construction-llc-milaca-mn,10035-000,Contractors - General,2017-09-22 00:00:00,,False,A+,100.0,1.0,,False,Micro-small,False,2022-10-25 08:11:00,Search,200.0
22,105062,704,1000046396,JG Kennels,41276 Carefree Lane,,Arlington,MN,55307,USA,3208645860.0,,http://www.jgkennels.com/,05195-000,Dog Breeders,2021-06-14 00:00:00,,False,A,94.08,1.0,,False,Micro-small,False,2023-01-31 08:46:00,Search,200.0
23,105063,704,1000046399,Sensata Technologies,4467 White Bear Pkwy,,St. Paul,MN,55110,USA,8005536418.0,,https://www.sensata.com/contact-us/find-a-location,50762-100,Renewable Energy,,,False,F,42.09,1.0,,False,Micro-small,False,2023-02-01 08:58:00,Search,200.0
24,105064,704,1000046401,Harnack Builders,PO Box 139,,Beaver Creek,MN,56116,USA,6054135606.0,,https://www.buildzoom.com/contractor/harnack-chris-l,10035-000,Contractors - General,2020-02-12 00:00:00,,False,A+,97.0,1.0,0.0,False,Micro-small,False,2022-11-30 09:27:00,Search,200.0
25,105065,704,1000046402,Custom Living Homes,2835 Highland Rd,,Maple Plain,MN,55359,USA,9524469922.0,,https://www.buildzoom.com/contractor/custom-living-homes-llc,10035-000,Contractors - General,2005-11-15 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-10-11 08:02:00,Search,200.0
26,105066,704,1000046425,Painting Pandas Llc,16671 Terrey Pine Drive,,Eden Prairie,MN,55347,USA,9522398044.0,,https://www.paintingpandas.org/,10095-000,Painting Contractors,2018-02-05 00:00:00,,False,A+,100.0,1.0,,False,Micro-small,False,2022-11-22 08:45:00,Search,200.0
27,105067,704,1000046428,McDonald's,1440 Stinson blvd,,Minneapolis ,MN,55413,USA,6123313100.0,,https://www.mcdonalds.com/us/en-us/location/mn/minneapolis/4605-central-ave-ne/202.html,50544-000,Restaurants,2021-06-16 00:00:00,,False,NR,0.0,,,False,Micro-small,False,2021-06-18 03:56:00,Search,200.0
28,105068,704,1000046432,Complete Construction & Repair LLC,1426 Portland Ave,,Saint Paul,MN,55104,USA,6513029128.0,,https://www.completecandr.com/,10035-010,Residential General Contractor,2021-04-19 00:00:00,,False,A,94.38,1.0,0.0,False,Micro-small,False,2023-01-18 09:33:00,Search,200.0
29,105069,704,1000046433,Crystal Blue Construction LLC,8263 178th Ln NE,,Forest Lake,MN,55025,USA,6127305901.0,,https://www.buildzoom.com/contractor/crystal-blue-construction-llc,10035-010,Residential General Contractor,2020-05-06 00:00:00,,False,A,96.56,1.0,0.0,False,Micro-small,False,2022-12-20 08:57:00,Search,200.0
30,105071,704,1000046440,Clayton Schultz Construction,42822 110th St,,Frazee,MN,56544,USA,2184570473.0,,https://www.buildzoom.com/contractor/clayton-schultz-construction,55525-000,Construction,2010-04-28 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-07-30 04:17:00,Search,200.0
31,105072,704,1000046444,ZLS Construction Llc,5537 W ARROWHEAD RD,,Duluth,MN,55811,USA,2183550181.0,,https://www.bizapedia.com/mn/zls-construction-llc.html,10035-000,Contractors - General,2018-04-13 00:00:00,,False,A+,100.0,1.0,,False,Micro-small,False,2022-08-16 08:21:00,Search,200.0
32,105073,704,1000046445,Mark Tussing Construction LLC,5878 80th St SW,,Waverly,MN,55390,USA,6129915470.0,,https://www.buildzoom.com/contractor/mark-tussing-construction-llc,10035-000,Contractors - General,2009-02-17 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-06-18 03:56:00,Search,200.0
33,105075,704,1000046454,Wilson Construction Service LLC,1836 White Pine Ct,,Stillwater,MN,55082,USA,6513386998.0,,https://opencorporates.com/companies/us_mn/ea54138f-51cb-e511-8164-00155d01c56d,10013-000,Building Contractors,2016-02-04 00:00:00,,False,A+,100.0,1.0,,False,Micro-small,False,2022-09-02 08:26:00,Search,200.0
34,105076,704,1000046458,Alchemy Construction LLC,5381 Manor Rd SE,,Prior Lake,MN,55372,USA,9524126905.0,,https://www.buildzoom.com/contractor/alchemy-construction-llc-prior-lake-mn,10035-200,Contractor - Remodel & Repair,2020-07-31 00:00:00,,False,A,95.36,1.0,0.0,False,Micro-small,False,2022-09-23 08:47:00,Search,200.0
35,105077,704,1000046460,CoCoFlowers Transfer LLC,27186 Dakota Ave,,Elko,MN,55020,USA,9522393538.0,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3325170,70720-000,Contractor - Hauling,2019-08-19 00:00:00,,False,A+,97.0,1.0,,False,Micro-small,False,2022-06-07 08:11:00,Search,200.0
36,105078,704,1000047474,McDonald&#39;s,1210 Timberlane Dr,,Sauk Centre,MN,56378,USA,6306234870.0,,https://www.mcdonalds.com/us/en-us/location/mn/sauk-centre/1210-timberlane-dr/8193.html,50544-000,Restaurants,2021-06-21 00:00:00,,False,A,94.0,1.0,,False,Micro-small,False,2023-01-26 08:50:00,Search,200.0
37,105079,704,1000047478,Will Fix it and Remodeling Corp,11171 Zion St NW,,Minneapolis,MN,55433,USA,6123255394.0,,https://www.homeadvisor.com/rated.QualifyingAgent.111264325.html,10177-000,Construction & Remodeling Services,2020-10-10 00:00:00,,False,A,94.6,1.0,,False,Micro-small,False,2022-08-12 08:33:00,Search,200.0
38,105080,704,1000047479,NeurOwl,1561 Oxford Ave,,Minneapolis,MN,55436,USA,9528468632.0,,https://www.facebook.com/NeurOwl/,62100-000,Online Retailer,,,False,C,74.0,1.0,,False,Micro-small,False,2023-01-26 08:50:00,Search,200.0
39,105081,704,1000047487,Range Master ,909 1st Ave NW STE 2,,Buffalo ,MN,55313,USA,3862487896.0,,https://buffalogolfmasters.com/,66002-310,Grill,,,False,C,74.0,1.0,,False,Micro-small,False,2023-01-26 08:50:00,Search,200.0
40,249,704,1000001271,Stich Angell Kreidler & Dodge,250 2nd Ave S Ste 120,,Minneapolis,MN,55401,USA,6123336251.0,,http://Stichlaw.com,60075-000,Attorneys & Lawyers,2001-01-01 00:00:00,,False,NR,0.0,20.0,0.0,False,Micro-small,False,2022-10-04 08:07:00,BBB,
41,251,704,1000001273,Downtown Dental Care of Duluth,324 W Superior St Ste 828,,Duluth,MN,55802,USA,2187223679.0,,http://www.dentalcareduluth.com,60289-000,Dentists,2007-01-01 00:00:00,,False,A+,100.0,4.0,0.0,False,Micro-small,False,2022-10-28 08:24:00,BBB,
42,252,704,1000001275,North Star Concrete and Stone,5975 Wedgewood Ln N Unit 21,,Plymouth,MN,55446,USA,3202920042.0,northstarconcretestone@gmail.com,http://www.facebook.com/northstarconcretestone,10032-000,Concrete Contractors,2016-02-04 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-05-13 04:07:00,BBB,
43,260,704,1000001283,Rainbow International of Fargo,102 W Beaton Dr,,West Fargo,ND,58078,USA,7014124776.0,ned@rainbowfargo.com,https://rainbowintl.com/fargo,60184-000,Carpet & Rug Cleaners,2007-01-01 00:00:00,,False,A+,100.0,3.0,0.0,False,Micro-small,False,2022-12-03 09:06:00,BBB,
44,261,704,1000001284,"WAHU (MPLS Huron Properties, LLC)","1016 Washington Ave. SE, ",,Minneapolis,MN,55414,USA,9527772083.0,,http://liveatwahu.com/,60042-000,Apartments,2016-04-25 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-05-03 08:15:00,BBB,
45,264,704,1000001287,Vermilion Range Construction Inc,10101 Allavus Rd,,Mountain Iron,MN,55768,USA,2182634552.0,,https://www.vrcbuilders.com/,10177-000,Construction & Remodeling Services,1993-05-06 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-02-01 18:21:00,BBB,
46,265,704,1000001288,"Enviro-Air Cleaning, Inc.",2939 Enterprise Ave Ste A,,Hastings,MN,55033,USA,6513190842.0,office@enviroaircleaning.com,http://enviroaircleaning.com/,80013-000,Air Purifying & Cleaning Systems & Equipment,2015-10-15 00:00:00,,True,A+,100.0,5.0,0.0,False,Small,False,2022-11-30 09:26:00,BBB,
47,266,704,1000001289,"Real Estate Liquidators, LLC",1920 Central Ave NE Ste 201,,Minneapolis,MN,55418,USA,8557777355.0,contact@realestateliquidators.com,http://www.realestateliquidators.com,60729-102,Real Estate Agents,2011-02-18 00:00:00,,True,A+,100.0,5.0,,False,Micro-small,False,2023-01-26 08:50:00,BBB,
48,267,704,1000001291,Club Z In-Home Tutoring,307 Praire Way S,,Bayport,MN,55033,USA,6514016777.0,shill@clubztutoring.com,http://www.clubztutoring.com/woodbury,60912-000,Tutoring,2011-02-24 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-02-08 09:28:00,BBB,
49,269,704,1000001294,"Agassiz Concrete Pumping, LLC",2111 3rd St SE,PO Box 1082,Mandan,ND,58554,USA,7018800172.0,wags2009@icloud.com,https://northdakotaconcretepumping.com/,10032-000,Concrete Contractors,2013-12-06 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-01-28 08:48:00,BBB,
50,271,704,1000001296,"Transformation House, Inc.",1410 S Ferry St,,Anoka,MN,55303,USA,7634277155.0,info@transformationhouse.com,https://transformationhouse.com/,60744-000,Rehabilitation Services,1991-02-13 00:00:00,,False,A+,100.0,47.0,0.0,False,Small,False,2023-02-01 21:11:00,BBB,
51,272,704,1000001297,Enterprise Sales Co,1213 E Main St,,Valley City,ND,58072,USA,7018451272.0,,https://www.escnd.com/,50440-000,Motorcycles - Dealers,1959-05-20 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-05-05 08:23:00,BBB,
52,274,704,1000001299,"Redline Architectural Sheet Metal, LLC",45 Ivy Ave W,,Saint Paul,MN,55117,USA,6124812299.0,ray@redlineasm.com,http://www.redlineasm.com/,10126-300,Contractor - Metal Roofing,2012-02-16 00:00:00,,False,A+,100.0,11.0,0.0,False,Small,False,2023-02-02 08:52:00,BBB,
53,275,704,1000001300,"Ivan&#39;s Tree Service, LLC",506 5th Ave S,,South St Paul,MN,55075,USA,6514856870.0,Ivanstreeservice@yahoo.com,http://www.ivanstreeservice.com,00219-000,Tree Service,2015-12-16 00:00:00,,False,A+,100.0,2.0,0.0,False,Micro-small,False,2023-02-07 09:00:00,BBB,
54,276,704,1000001301,"AIGC Group, LLC",2800 Freeway Blvd Ste 110,,Minneapolis,MN,55430,USA,8777827006.0,service.us@aigc-techsolutions.com,https://www.aigc-techsolutions.com,65243-100,Cyber Security,2014-03-15 00:00:00,,False,A+,100.0,10.0,0.0,False,Micro-small,False,2023-02-03 09:12:00,BBB,
55,277,704,1000001302,Kingdom Pathways,11825 Bittersweet Str NW,,Coon Rapids,MN,55433,USA,6513878393.0,,http://www.kingdompathways.org,61090-000,Non Profit Organizations - General Membership,2006-07-27 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2020-05-15 04:06:00,BBB,
56,278,704,1000001303,West Central Abstracting,202 W Junious,,Fergus Falls,MN,56537,USA,2187365685.0,,http://www.fergusfalls.com/list/member/west-central-abstracting-co-464,20072-000,Title Companies & Agents,1988-07-15 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-26 08:50:00,BBB,
57,280,704,1000001305,Bismarck Animal Clinic & Hospital,1414 E Calgary Ave,,Bismarck,ND,58503,USA,7012228255.0,bismarckanimalclinic@gmail.com,http://www.bismarckanimalclinic.com,00222-000,Veterinarians,1984-01-01 00:00:00,,False,A+,100.0,3.0,0.0,False,Micro-small,False,2022-12-07 09:09:00,BBB,
58,281,704,1000001306,"LifeShift Services, LLC",1899 Fairmount Ave,,Saint Paul,MN,55105,USA,6513078513.0,alice.lifeshift@gmail.com,http://www.lifeshiftservices.com/,60349-000,Estate Planning & Management,2010-10-06 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-12-07 09:09:00,BBB,
59,282,704,1000001307,WH Finance Company,6744 33rd street n. ,,Oakdale,MN,55128,USA,7273171626.0,hineswilliam45@gmail.com,http://www.hardmoneywebsite.com/whfinancecompany,20049-000,Consumer Finance & Loan Companies,2012-01-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-12-03 09:06:00,BBB,
60,284,704,1000001309,Nathan Corder Construction LLC,381 Three Havens Dr NE,,Alexandria,MN,56308,USA,3208153692.0,nathan@nccmn.com,http://nccmn.com/,10035-000,Contractors - General,2009-04-21 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-03-24 04:31:00,BBB,
61,287,704,1000001312,Nathan M Hansen Law Office,2440 Charles St N # 242,,Saint Paul,MN,55109,USA,6517049600.0,,http://midwestbankruptcy.com/,60075-000,Attorneys & Lawyers,2004-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-21 08:39:00,BBB,
62,288,704,1000001313,Kyoto,1250 Town Centre Dr,,Eagan,MN,55123,USA,6519948880.0,,http://www.kyotomn.com/,50544-000,Restaurants,2009-01-29 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-18 08:16:00,BBB,
63,292,704,1000001317,"Voss Plumbing & Heating of Paynesville, Inc",Po Box 77,,Paynesville,MN,56362,USA,3202433644.0,,http://Vossplumbing.com,10113-010,Plumbing and Heating,1961-01-01 00:00:00,,False,A+,100.0,38.0,0.0,False,Small,False,2023-01-26 08:50:00,BBB,
64,297,704,1000001322,"Build Up Construction, LLC",1381 Felix St,,Mendota Heights,MN,55118,USA,6126007711.0,BuildUpConstructionServices@gmail.com,http://buildupconstructionservices.com/,10177-000,Construction & Remodeling Services,2001-03-09 00:00:00,,True,A+,100.0,1.0,0.0,False,Micro-small,False,2022-07-26 08:43:00,BBB,
65,299,704,1000001324,Simply Ceramics ,1209 Lakeside Dr ,,Alexandria,MN,56308,USA,3203042949.0,okapi_98@yahoo.com,https://www.facebook.com/Simply-Ceramics-125245870839427/timeline,50192-000,Craft Galleries & Dealers,2016-04-29 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-05-05 08:23:00,BBB,
66,300,704,1000001325,National Credit Restorations LLC,900 American Blvd E Ste 102B,,Bloomington,MN,55420,USA,8558003426.0,Andrew@nationalcrs.com,https://national-credit-restorations-llc.business.site/,90027-000,Credit Repair Services - Advance Fee,2015-08-18 00:00:00,,False,C,74.0,9.0,,False,Micro-small,False,2022-01-20 09:53:00,BBB,
67,301,704,1000001326,"Inspections Plus, Inc.",4135 Washburn Ave N,,Minneapolis,MN,55412,USA,6122836477.0,steve@inspectionsplusguru.com,http://inspectionsplusguru.com,60469-000,Home Inspection Service,2012-06-28 00:00:00,,True,A+,100.0,1.0,,False,Micro-small,False,2023-01-31 08:46:00,BBB,
68,303,704,1000001328,Dan&#39;s Consulting Inc,3310 River Bluff Dr,,Eagan,MN,55121,USA,6125785544.0,dbur@dansconsulting.com,http://www.dansconsulting.com,85320-000,Computer Consultant,2002-01-04 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-15 09:12:00,BBB,
69,305,704,1000001330,STMA IT Solutions,5450 Quam Ave NE Ste 190,,Saint Michael,MN,55376,USA,7634970919.0,support@stmaitsolutions.com,http://www.stmaitsolutions.com,60245-000,Computers - Service & Repair,2009-01-01 00:00:00,2021-06-11 00:00:00,False,NR,0.0,7.0,0.0,False,Micro-small,False,2021-06-30 05:47:00,BBB,
70,306,704,1000001331,Blue Moon Appliance LLC,3125 14th Ave E,,Hibbing,MN,55746,USA,2189291400.0,bluemoonappliance1@gmail.com,http://bluemoonappliance.com,50016-000,Appliances - Major - Dealers,2015-04-16 00:00:00,,False,F,51.0,1.0,0.0,False,Micro-small,False,2023-02-08 09:28:00,BBB,
71,307,704,1000001332,Ely Area Credit Union,2 E Chapman St,,Ely,MN,55731,USA,2183653131.0,,http://www.elyareacu.org,20009-000,Credit Unions,2000-01-01 00:00:00,,False,NR,0.0,6.0,0.0,False,Micro-small,False,2022-11-29 09:07:00,BBB,
72,308,704,1000001333,"Autowerks, Inc.",3718 Cedar Ave S,,Minneapolis,MN,55407,USA,6129878933.0,ironmanmortal@yahoo.com,http://www.usaircompressor.com/,60103-000,Auto Repair & Service,1997-09-29 00:00:00,,False,NR,0.0,,0.0,False,Micro-small,False,2021-03-27 04:08:00,BBB,
73,309,704,1000001334,Ming's Garden ,4190 Vinewood Ln N Ste 113,,Plymouth,MN,55442,USA,7635593131.0,,http://www.plymouthmingsgarden.com/,50544-000,Restaurants,1999-07-22 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-05-05 08:23:00,BBB,
74,310,704,1000001335,MRT Massage,3004 27th Ave S,,Minneapolis,MN,55406,USA,6512399667.0,mrtmassage1@gmail.com,http://www.mrtmassage1.com/home.html,60543-000,Massage Therapists,2015-12-18 00:00:00,2016-10-13 00:00:00,False,NR,0.0,,0.0,False,Micro-small,False,2019-10-14 04:11:00,BBB,
75,311,704,1000001336,DKK Accounting LLC,530 S 66th Ave W,,Duluth,MN,55807,USA,2184914002.0,contact@dkkaccounting.com,http://www.dkkaccounting.com,60005-000,Accountants,2015-01-16 00:00:00,,False,A+,100.0,1.0,,False,Micro-small,False,2022-12-22 09:08:00,BBB,
76,312,704,1000001337,Upper Midwest Athletic Construction Inc,3017 161st Ave NW,,Andover,MN,55304,USA,7637531127.0,Eric@umathleticconstruction.com,http://www.umathleticconstruction.com/,41000-000,Sports & Recreation,2009-05-14 00:00:00,,False,A+,100.0,2.0,0.0,False,Micro-small,False,2022-12-03 09:06:00,BBB,
77,315,704,1000001340,3rd Hand Repair Services,1715 Whitetail Run,,Buffalo,MN,55313,USA,7632296758.0,3rdhandrepair@gmail.com,http://www.3rdhandrepair.com,15035-000,Handyman Services,2015-05-15 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-01-25 09:00:00,BBB,
78,316,704,1000001341,Water Damage Minneapolis,30780 108th St,,Princeton,MN,55371,USA,7632422103.0,help@waterdamageminneapolis.us,http://www.waterdamageminneapolis.us,60367-000,Fire & Water Damage Restoration,2008-01-22 00:00:00,,False,A+,100.0,1.0,0.0,False,Small,False,2022-09-14 08:40:00,BBB,
79,319,704,1000001344,Junction Plumbing & Heating Inc.,18872 95th St SE,,Becker,MN,55308,USA,6129197420.0,junctionpandh@yahoo.com,https://www.facebook.com/junction-plumbing-heating-inc-138552206318114/,10113-300,Plumbing - Renovation & Repair ,2012-10-18 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-04-16 08:14:00,BBB,
80,320,704,1000001345,"Winter Home Construction, LLC",113 7th Ave NW,,Saint Joseph,MN,56374,USA,3203331813.0,mwinterhc@gmail.com,https://www.facebook.com/winterhomeconstruction/,10035-000,Contractors - General,2012-07-16 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-11-18 04:10:00,BBB,
81,321,704,1000001346,"Kokesh Landscape, LLC",3225 Shores Blvd,,Wayzata,MN,55391,USA,9524734157.0,kokeshlandscape@gmail.com,http://www.kokeshlandscape.com,00155-000,Landscape Contractors,2011-04-11 00:00:00,,True,A+,100.0,1.0,0.0,False,Micro-small,False,2022-07-15 08:35:00,BBB,
82,322,704,1000001347,Kaduce Plumbing & Heating Inc,1060 South Victory Dr,,Mankato,MN,56001,USA,5078934456.0,kimk@kaduceplumbing.net,https://www.kaduceplumbing.com/,10003-000,Air Conditioning Contractors & Systems,1997-01-01 00:00:00,,False,A+,100.0,12.0,0.0,False,Micro-small,False,2022-09-10 08:39:00,BBB,
83,326,704,1000001351,Block Plumbing & Heating,614 Rice Lake St,,Owatonna,MN,55060,USA,5074519545.0,blockplbg@gofast.am,http://www.owatonnaplumbers.com,10113-000,Plumbers,1984-01-01 00:00:00,,False,A+,100.0,5.0,0.0,False,Micro-small,False,2022-12-03 09:06:00,BBB,
84,331,704,1000001356,Radiance Medspa Woodbury,7801 Afton Rd,,Woodbury,MN,55125,USA,6512049338.0,info@radiancewoodbury.com,http://www.radiancewoodbury.com,65134-100,Medical Spa,2007-02-22 00:00:00,,False,B-,80.0,20.0,0.0,False,Small,False,2021-11-13 03:59:00,BBB,
