,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia
108101,108101,704,14001476,Currie Deck Co,26331 10th Street,,Zimmerman,MN,55398,USA,,,,10035-000,Contractors - General,1993-09-01 00:00:00,2021-04-08 00:00:00,False,NR,0.0,,0.0,False,Micro-small,False,2021-04-09 04:44:00,Search
108102,108102,704,14001500,D & D Plumbing & Heating Inc,208 Washington St,,Brainerd,MN,56401,USA,,,,10182-000,Heating & Air Conditioning,1983-01-01 00:00:00,2016-04-25 00:00:00,False,NR,0.0,5.0,,False,Micro-small,False,2019-04-29 04:00:00,Search
108103,108103,704,14001507,Briargate,200 Briargate Rd,,Mankato,MN,56001,USA,5076252787,,,60733-000,Real Estate Rental Service,1993-09-29 00:00:00,,False,A+,100.0,3.0,0.0,False,Micro-small,False,2022-02-25 09:45:00,Search
108104,108104,704,14001514,Diamond Cab,1907 Charles Ave,,Saint Paul,MN,55104,USA,6516421188,,,70615-000,Taxicabs,1993-10-05 00:00:00,,False,A+,100.0,10.0,,False,Micro-small,False,2022-11-02 08:35:00,Search
108105,108105,704,14001535,Custom Decks Of Minnesota,1421 W Center St,,Rochester,MN,55902,USA,5072885756,,,10035-000,Contractors - General,,,False,A+,100.0,,,False,Micro-small,False,2020-11-13 04:08:00,Search
108106,108106,704,14001547,A T I Title Company,900 Wayzata Blvd E,,Wayzata,MN,55391,USA,6126474859,,,60729-000,Real Estate,1993-11-02 00:00:00,2022-07-26 00:00:00,False,NR,0.0,1.0,,False,Micro-small,False,2022-07-27 09:06:00,Search
108107,108107,704,14001549,Becker Carpet,13150 1st St,,Becker,MN,55308,USA,7632615460,,,50133-000,Carpet & Rug Dealers - New,2000-05-22 00:00:00,2017-03-20 00:00:00,False,NR,0.0,,0.0,False,Micro-small,False,2020-03-23 03:52:00,Search
108108,108108,704,14001557,Eich Auto Sales,3150 Spruce St Ste B,,Saint Paul,MN,55117,USA,6514819373,,,50040-000,Auto Dealers - Used Cars,1993-10-27 00:00:00,2013-05-22 00:00:00,False,NR,0.0,,,False,Micro-small,False,2021-03-30 03:56:00,Search
108109,108109,704,14001562,A A A Plumbing & Heating,PO Box 494,,Hokah,MN,55941,USA,5078944606,,,10113-000,Plumbers,1993-11-03 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-04-13 08:07:00,Search
108110,108110,704,14001593,Coldwell Banker Burnet,100 Village Center Dr # 100,,Saint Paul,MN,55127,USA,6514831200,,,60729-000,Real Estate,1984-01-01 00:00:00,,False,A+,100.0,80.0,0.0,False,Micro-small,False,2022-11-09 09:16:00,Search
108111,108111,704,14001608,Trusted Advisors,9800 Bren Rd E Ste 200,,Hopkins,MN,55343,,,,,20053-000,Mortgage Brokers,1972-01-01 00:00:00,2017-03-29 00:00:00,False,NR,0.0,25.0,,False,Micro-small,False,2023-02-09 09:11:00,Search
108112,108112,704,14001626,Countyside Heating & Cooling,10880 County Road 20,,Delano,MN,55328,USA,9524461299,,,10076-000,Heating Contractors,1993-12-22 00:00:00,,False,A+,100.0,,,False,Micro-small,False,2020-11-11 04:55:00,Search
108113,108113,704,14001637,Best in Decorating LLC,5391 Cottage Ave,,Saint Paul,MN,55110,USA,6516539048,,,10095-000,Painting Contractors,1973-04-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-04-29 08:15:00,Search
108114,108114,704,14001640,"Bruce's Counters, Inc.",18401 Lakeview Point Dr NE,,Wyoming,MN,55092,USA,7634343360,,,10177-000,Construction & Remodeling Services,1972-06-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-03-04 09:46:00,Search
108115,108115,704,14001643,A & M Transmission Center,2924 141st Ave NW,,Andover,MN,55304,USA,7637861389,,,60902-000,Transmissions - Automobile,1979-11-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-05-05 08:21:00,Search
108116,108116,704,14001680,"Ron Conrad Construction Co., Inc.",5913 Pleasant Ave # 1,,Minneapolis,MN,55419,USA,6128664108,,,10035-000,Contractors - General,1945-01-01 00:00:00,2018-04-09 00:00:00,False,NR,0.0,3.0,,False,Micro-small,False,2021-04-13 04:06:00,Search
108117,108117,704,14001688,Bluefin Bay On Lake Superior,7198 W Highway 61,,Tofte,MN,55615,USA,2186636275,,,60752-000,Resorts,1981-02-01 00:00:00,,False,NR,0.0,120.0,,False,Micro-small,False,2021-11-06 04:01:00,Search
108118,108118,704,14001719,Forest Lake Amoco,1267 W Broadway Ave,,Forest Lake,MN,55025,USA,6514647812,,,60097-000,Auto Diagnostic Service,1992-01-01 00:00:00,,False,A+,100.0,10.0,,False,Small,False,2022-05-25 08:47:00,Search
108119,108119,704,14001726,Clean Heating & Air Conditioning,6500 Maple Dr,,Rockford,MN,55373,USA,7634776265,,,10182-000,Heating & Air Conditioning,1993-09-15 00:00:00,2018-10-01 00:00:00,False,NR,0.0,,,False,Micro-small,False,2019-03-02 04:08:00,Search
108120,108120,704,14001727,M D S Enterprises,421 Van Buren Ave N # 1111,,Hopkins,MN,55343,USA,,,,90019-000,Work-At-Home Companies,,2016-04-29 00:00:00,False,NR,0.0,,,False,Micro-small,False,2020-12-15 04:06:00,Search
108121,108121,704,14001729,Custom Fireplaces,4135 Trenton Ln N,,Minneapolis,MN,55441,USA,7635440943,,,50260-000,Fireplaces,1994-03-14 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-07-21 08:45:00,Search
108122,108122,704,14001735,Alliance Medical Supply,2260 Cliff Rd,,Saint Paul,MN,55122,USA,6518958030,,,60971-000,Health & Medical - General,1989-01-01 00:00:00,,False,A+,100.0,1200.0,,False,Micro-small,False,2022-12-22 09:07:00,Search
108123,108123,704,14001790,Blaine Flea Market,10980 Central Ave NE # 65,,Minneapolis,MN,55434,USA,7637579906,,,50272-000,Flea Markets,,2016-04-25 00:00:00,False,NR,0.0,,,False,Micro-small,False,2019-04-29 04:00:00,Search
108124,108124,704,14001842,Beartown Builders & Remodelers,7040 132nd St N,,Hugo,MN,55038,USA,6516538591,,,10078-000,Home Builders,,2016-04-18 00:00:00,False,NR,0.0,,,False,Micro-small,False,2019-04-22 04:07:00,Search
108125,108125,704,14001865,Account Care Inc,1204 Harmon Pl Ste 4,,Minneapolis,MN,55403,USA,7634276333,,,60226-000,Collection Agencies,1994-06-06 00:00:00,2016-04-18 00:00:00,False,NR,0.0,,0.0,False,Micro-small,False,2019-04-22 04:07:00,Search
108126,108126,704,14001899,Beckman Siding & Windows,222 3rd St SE,,Eyota,MN,55934,USA,5075452464,,,10135-000,Siding Contractors,,2016-04-18 00:00:00,False,NR,0.0,,,False,Micro-small,False,2021-04-02 04:01:00,Search
108127,108127,704,14001951,WLOL,45 7th St E,,Saint Paul,MN,55101,USA,6123300100,,,70583-000,Radio Stations & Broadcast Companies,1994-07-12 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-11-17 04:34:00,Search
108128,108128,704,14001967,Adams Group Inc  The,5316 Girard Ave S,,Minneapolis,MN,55419,USA,6128238576,,,10177-000,Construction & Remodeling Services,,,False,A+,100.0,1.0,,False,Micro-small,False,2022-08-17 08:56:00,Search
108129,108129,704,14001996,Credit Union Recovery,26263 Forest Blvd,,Wyoming,MN,55092,USA,6514624400,,,60226-000,Collection Agencies,,,False,NR,0.0,1.0,,False,Micro-small,False,2022-08-30 08:17:00,Search
108130,108130,704,14001999,"Deer River Plumbing & Heating, Inc.",38742 Woodland Dr,,Deer River,MN,56636,USA,2182462294,,,10113-000,Plumbers,1978-01-01 00:00:00,,False,A+,100.0,4.0,,False,Micro-small,False,2023-01-26 18:53:00,Search
108131,108131,704,14002004,Dodge Concrete Company,1045 90th Ave NE,,Blaine,MN,55434,USA,7637837106,,,10089-000,Mason Contractors,1987-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-28 08:23:00,Search
108132,108132,704,14002014,Carriage Oak Apartments,12373 Oak Park Blvd,,Blaine,MN,55434,USA,7633162211,,,60732-000,Property Management,1989-01-01 00:00:00,,False,A+,100.0,13.0,0.0,False,Small,False,2022-06-08 16:31:00,Search
108133,108133,704,14002016,Field of Dreams,9921 Valley View Rd,,Eden Prairie,MN,55344,USA,9529440400,,,50058-100,Sports Memorabilia,,2016-04-25 00:00:00,False,NR,0.0,1.0,,False,Micro-small,False,2022-03-01 09:57:00,Search
108134,108134,704,14002053,Certified Furnace & Fireplace Cleaning,5747 W Broadway Ave Ste 205,,Minneapolis,MN,55428,USA,7635334682,,,60201-000,Chimney Cleaning,,2018-12-03 00:00:00,False,NR,0.0,1.0,,False,Micro-small,False,2021-12-07 04:13:00,Search
108135,108135,704,14002062,Cottage Grove Optical,7420 E Point Douglas Rd S,,Cottage Grove,MN,55016,USA,6514599696,,,50468-000,Optical Goods - Service & Repair,1994-08-25 00:00:00,2019-07-09 00:00:00,False,NR,0.0,2.0,,False,Micro-small,False,2019-07-10 05:43:00,Search
108136,108136,704,14002069,Morrie's Budget Cars,7875 Brooklyn Blvd,,Brooklyn Park,MN,55445,USA,7634932688,,,50040-000,Auto Dealers - Used Cars,,2016-04-29 00:00:00,False,NR,0.0,,,False,Small,False,2020-12-02 04:42:00,Search
108137,108137,704,14002080,East Lake Liquor & Deli,3916 E Lake St,,Minneapolis,MN,55406,USA,6127245467,,,50399-000,Liquor Stores,1994-09-01 00:00:00,,False,A+,100.0,11.0,,False,Micro-small,False,2020-06-05 04:05:00,Search
108138,108138,704,14002091,Coldwell Banker Burnet Realty,821 Grand Ave,,Saint Paul,MN,55105,USA,6512279144,,,60729-000,Real Estate,1984-01-01 00:00:00,,False,A+,100.0,70.0,0.0,False,Micro-small,False,2022-05-13 08:21:00,Search
108139,108139,704,14002110,Connecting Point,12400 Portland Ave Ste 132,,Burnsville,MN,55337,USA,2187242495,,,50173-000,Computers - Dealers,,2021-06-17 00:00:00,False,NR,0.0,,,False,Micro-small,False,2021-06-20 03:58:00,Search
108140,108140,704,14002121,D & E Auto Sales,1300 Commerce St,,Le Sueur,MN,56058,USA,5076653466,,,50040-000,Auto Dealers - Used Cars,1994-09-16 00:00:00,2022-07-20 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-07-21 08:45:00,Search
108141,108141,704,14002147,Fridley Plaza Clinic,6341 University Ave NE,,Minneapolis,MN,55432,USA,7635725715,,,60445-000,Hospitals,,,False,A+,100.0,1.0,,False,Micro-small,False,2022-05-11 08:35:00,Search
108142,108142,704,14002152,Bruce Cook Literary Agency,PO Box 202033,,Minneapolis,MN,55420,USA,6514879355,,,60520-000,Literary Agents,,2016-04-25 00:00:00,False,NR,0.0,,,False,Micro-small,False,2019-04-29 04:01:00,Search
108143,108143,704,14002163,Dovolos & Associates,6950 France Ave S Ste 25,,Minneapolis,MN,55435,USA,9529204963,,,60476-000,Investigators,,2016-04-25 00:00:00,False,NR,0.0,,,False,Micro-small,False,2019-04-29 04:01:00,Search
108144,108144,704,14002164,Better Hearing Aid Centers,29750 150th Avenue Way,,Welch,MN,55089,USA,8003484471,,,50337-000,Hearing Aids & Assistive Devices,1992-06-01 00:00:00,,False,NR,0.0,2.0,,False,Micro-small,False,2021-11-25 04:05:00,Search
108145,108145,704,14002172,Able Rail,903 Dale St N,,Saint Paul,MN,55103,USA,6514899612,,,50252-000,Fence Contractors,2003-10-02 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-09 08:04:00,Search
108146,108146,704,14002192,All Tune & Lube,2905A E Lake St,,Minneapolis,MN,55406,USA,6127223340,,,60103-000,Auto Repair & Service,1994-10-17 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-09-22 04:11:00,Search
108147,108147,704,14002199,Bay Stone Carpet Service,7638 137th Street Ct N,,Hugo,MN,55038,USA,6517761137,,,50133-000,Carpet & Rug Dealers - New,,2016-07-13 00:00:00,False,NR,0.0,,,False,Micro-small,False,2019-07-16 04:28:00,Search
108148,108148,704,14002206,Curtis Oil & Tire,4985 Miller Trunk Hwy,,Duluth,MN,55811,USA,2187298241,,,80520-000,Oil Handling Equipment,1994-10-25 00:00:00,,False,NR,0.0,4.0,,False,Small,False,2022-08-23 08:26:00,Search
