,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia
418,704,96372534,Laramax Construction LLC,24 Crossway Dr,,Circle Pines,MN,55014,USA,6513873424,JFCconstruction1981@yahoo.com,http://www.johnsonfamilyconstructionllc.com,10035-000,Contractors - General,12/1/2005 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/14/2022 8:40,BBB
419,704,1000047718,Arabesque School of Dance LLC,10130 Davenport St NE Ste 170,,Blaine,MN,55449,USA,7637806075,shelly@arabesquedanceschool.com,http://arabesquedanceschool.com/,60278-000,Dancing Instruction,7/24/2007 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/25/2021 4:57,BBB
420,704,1000047791,"Western Commercial, Inc.",1822 Cameron Cir NE,,Buffalo,MN,55313,USA,6128050263,gwelch@kidsquest.com,https://www.kidsquest.com/,10078-200,Custom Home Builder,3/4/2005 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,9/16/2022 8:15,Email
421,704,1000010315,Working King Media LLC,7487 W 144th St,,Savage,MN,55378,USA,6123232450,luke@workingkingmedia.com,http://www.workingkingmedia.com/home/,85308-000,Videographers,12/7/2015 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/1/2021 4:54,BBB
422,704,96595825,North Dakota Association of Builders,1720 Burnt Boat Dr STE 207,,Bismarck,ND,58503,USA,7012222401,info@ndbuild.com,http://ndbuild.com,60071-000,Associations,12/20/1976 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,3/23/2022 8:48,BBB
423,704,96381003,"Yard Guard of Minnesota, LLC",24481 Rice Lake Dr,,Lakeville,MN,55044,USA,6513040207,yardguardminnesota@gmail.com,http://www.yardguardmn.com,00223-000,Weed Control Service,12/14/2012 0:00,,True,A+,100.0,3.0,0.0,False,Micro-small,False,1/24/2023 8:58,BBB
424,704,96139785,Ronco Engineering Co,1755 Ronco Ave,,Winona,MN,55987,USA,5074544124,,http://www.roncoengineering.com,60334-101,Engineering Consultants,1/1/1984 0:00,,False,A+,100.0,22.0,,False,Small,False,11/15/2022 9:11,BBB
425,704,96568285,Culinex,311 4th Ave S,,Sartell,MN,56377,USA,3202596557,culinex@goculinex.com,http://www.goculinex.com,85310-000,Contractor - Commercial,,,False,A+,100.0,1.0,0.0,False,Micro-small,False,6/30/2022 15:39,BBB
426,704,1663,Excel Bank,5050 France Ave S,,Minneapolis,MN,55410,USA,9529200120,,https://www.bmoharris.com,20003-000,Banks,1/20/1965 0:00,,False,NR,0.0,35.0,0.0,False,Micro-small,False,7/8/2022 12:19,BBB
427,704,1000020094,Window World of Fargo,4331 12th Ave N,,Fargo,ND,58102,USA,7015264545,info@windowworldfargo.com,http://www.windowworldfargo.com,50737-000,Windows,6/28/2017 0:00,,True,A+,100.0,18.0,0.0,False,Small,False,7/8/2022 12:29,BBB
428,704,96202083,Lake Street Pain Relief Center,515 W Lake St Ste F,,Minneapolis,MN,55408,USA,6128277246,,http://www.thepainreliefcenters.com,60205-000,Chiropractors D.C.,1/1/2002 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,12/15/2021 4:25,BBB
429,704,96369270,Inner Circle Twin Cities,1087 Patterson Drive,,Shakopee,MN,55379,USA,6128057440,blantz@theinnercircle.com,http://www.innercircletwincities.com,60172-100,Coaching - Business,,,False,NR,0.0,1.0,,False,Micro-small,False,9/11/2021 4:05,BBB
430,704,96035656,Big 10 Restaurant & Bar,606 Washington Ave SE,,Minneapolis,MN,55414,USA,6123780806,tahutsell@frontiernet.net,http://www.big10restaurant.com,50544-000,Restaurants,12/23/1992 0:00,,False,A+,100.0,100.0,,False,Large,False,11/25/2020 4:56,BBB
431,704,44004584,G & F Enterprise,1510 Heights Blvd,,Winona,MN,55987,USA,5077966211,roman@ridgerunner.com,https://www.ridgerunner.com/,60705-000,Product Development & Marketing,1/1/1999 0:00,,False,NR,0.0,1.0,,False,Micro-small,False,6/8/2022 8:45,Email
432,704,96015304,Litin&#39;s Party Value,913 Plymouth Ave N,,Minneapolis,MN,55411,USA,6123434300,,https://www.partyvalue.com,50480-000,Party Supplies,6/15/1967 0:00,,False,A+,100.0,20.0,0.0,False,Small,False,1/14/2023 8:57,BBB
433,704,96008947,"J.A. Anderson Jr. DDS, PC",506 Plain Hills Dr,,Grand Forks,ND,58201,USA,7017753989,ddsappt@invisimax.com,http://www.drjaanderson.com/,60289-000,Dentists,11/8/1976 0:00,,False,A+,100.0,4.0,,False,Micro-small,False,10/21/2021 3:59,BBB
434,704,15000837,Dayton Lang & Assoc/Simply Resurface,323 Oakwood Dr,,Saint Paul,MN,55126,USA,6514901099,simplyresurface@yahoo.com,http://www.simplyresurface.com,60702-000,Porcelain Enamel Repair & Refinish,11/1/1994 0:00,,True,A+,100.0,2.0,,False,Micro-small,False,1/31/2023 8:45,BBB
435,704,1000016806,American Dog Toys Inc,15105 Minnetonka Industrial Rd,,Minnetonka,MN,55345,USA,9523036173,info@spunkypup.com,http://www.spunkypup.com/,50486-000,Pet Supplies & Foods - Retail,3/1/2010 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,3/19/2022 8:30,BBB
436,704,96022464,North Border Contracting,21192 County Road 21,,Roseau,MN,56751,USA,7017403870,nbc@wiktel.com,https://www.wiktel.com/,85310-000,Contractor - Commercial,6/1/2002 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,6/10/2020 4:32,Email
437,704,96271448,E Mark Norman Court Reporter,300 Np Ave N # 201,,Fargo,ND,58102,USA,7012357571,,http://Normanemark.com,60787-000,Administrative Services,1/1/2010 0:00,,False,NR,0.0,7.0,,False,Micro-small,False,6/15/2022 9:01,BBB
438,704,96156582,"Doug Miller Drywall, LLC",119 8th Ave N,,Waite Park,MN,56387,USA,3203333383,dougmillerdrywall@gmail.com,http://www.dougmillerdrywall.com/,10046-000,Drywall Contractors,1/1/2000 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,2/12/2022 9:24,BBB
439,704,96574239,Once Upon A Child,582 Prairie Center Dr STE 235,,Eden Prairie,MN,55344,USA,9529413515,kkretail@usfamily.net,http://www.onceuponachildedenprairie.com/,55093-000,Clothing - Retail,9/13/1993 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,5/15/2022 8:13,BBB
440,704,776,Manheim Minneapolis,PO Box 408,8001 Jefferson Hwy,Maple Grove,MN,55369,USA,7633155600,tom.saldutte@manheim.com,http://www.manheim.com,80038-000,Auto Auctions,2/24/1970 0:00,,False,NR,0.0,101.0,0.0,False,Medium,False,6/1/2022 21:21,BBB
441,704,1000007966,"Ultimate Hearing DE, LLC",14031 Burnhaven Dr Ste 111,,Burnsville,MN,55337,USA,9524467196,,http://www.ultimatehearingcenter.com/,50337-000,Hearing Aids & Assistive Devices,12/17/2015 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,11/3/2022 8:23,BBB
442,704,1000046142,"Computer Wishmaster, LLC",600 Washington Ave S Suite 1,,Park Rapids,MN,56470,USA,6123004983,aarontoll01@gmail.com,http://www.computerwishmaster.com,60235-300,Computer Business Services,2/9/2007 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,11/12/2022 9:07,BBB
443,704,96011596,Daytona Market,19000 County Road 81,,Osseo,MN,55369,USA,7634282221,daytonamarket@earthlink.net,https://www.earthlink.net/,50199-000,Convenience Stores,1/1/1994 0:00,,False,A+,100.0,3.0,,False,Small,False,11/30/2021 4:06,Email
444,704,28000470,Willingers Golf Club,6797 Canby Trl,,Northfield,MN,55057,USA,9526522500,mike.luckraft@willingersgc.com,http://www.willingersgc.com,60410-000,Golf Courses - Public,1/1/1991 0:00,,False,A+,100.0,30.0,,False,Small,False,11/4/2021 4:04,BBB
445,704,96135076,Midwest Health Benefits Inc,PO Box 596,,Morris,MN,56267,USA,3205892972,morris@midwesthealthbenefits.com,http://www.midwesthealthbenefits.com,20019-100,Insurance Agency,5/1/1995 0:00,,False,A+,100.0,4.0,,False,Small,False,7/15/2022 8:34,BBB
446,704,96384135,GLS Industries Inc,7200 Highway 63 N,,Rochester,MN,55906,USA,5072888850,,http://www.rochesterCP.com,50180-000,Concrete Products,1/1/1984 0:00,,False,A+,100.0,60.0,,False,Small,False,8/9/2022 8:29,BBB
447,704,96198963,Mainstream Boutique,14025 Highway 13 S,,Savage,MN,55378,USA,9524401123,,http://www.mainstreamboutique.com/,50740-000,Womens Apparel - Retail,6/22/2012 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,8/19/2022 8:08,BBB
448,704,96052656,Rockford Road Animal Hospital,3900 Vinewood Ln N Ste 16,,Minneapolis,MN,55441,USA,7635597554,petportal@rrahospital.com,http://www.rrahospital.com,00222-000,Veterinarians,1/1/1985 0:00,,False,A+,100.0,14.0,,False,Small,False,12/16/2021 4:10,BBB
449,704,1000016258,"TC Distributors, LLC",1977 Geneva Ave N,,Oakdale,MN,55128,USA,6122980333,tcdistributorsllc@gmail.com,http://rainbowvacuummn.com,50694-000,Vacuum Cleaners - Household - Dealers,6/4/2012 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,5/28/2021 4:18,BBB
450,704,1000054201,"Minnesota Official Entertainment, LLC",530 Madison St Apt 1,,Anoka,MN,55303,USA,6124039316,minnesotaofficialent@yahoo.com,https://www.facebook.com/shane.black.581,85308-000,Videographers,7/13/2020 0:00,,True,A,96.39,2.0,,False,Micro-small,False,2/1/2023 8:58,BBB
451,704,11185,"Rayco Construction, Inc.",3030 Granada Ave N,,Oakdale,MN,55128,USA,6127816092,kristy.lynch@raycoconstruction.com,http://www.raycoconstruction.com,10126-000,Roofing Contractors,3/30/1978 0:00,,True,A+,100.0,40.0,0.0,False,Micro-small,False,1/7/2023 9:06,BBB
452,704,96039211,Sports Zone Barber Shop,17721 Kenwood Trl,,Lakeville,MN,55044,USA,9528981299,sportszone4hair@yahoo.com,http://www.sportszonebarbers.com,60125-000,Barbers,1/1/2005 0:00,,False,A+,100.0,6.0,,False,Small,False,3/30/2021 3:56,BBB
453,704,1000010322,Warriors Cove,2900 Rice St,,Little Canada,MN,55113,USA,6128088680,info@warriorscove.com,http://warriorscove.com/,60541-000,Martial Arts,4/13/2010 0:00,,False,F,54.0,1.0,0.0,False,Micro-small,False,1/24/2023 8:58,BBB
454,704,96349152,JJ Global Solutions Corp.,18946 Barrington,,Eden Prairie,MN,55346,USA,9522940276,jjglobalsolutions@gmail.com,http://jjglobalsolutions.com//,66002-000,Cleaning Services,9/1/2003 0:00,,False,A+,100.0,1.0,,False,Small,False,7/8/2022 12:26,BBB
455,704,96561872,Jossart Law Office LLC,200 W. Highway 13 Suite 110,,Burnsville,MN,55337,USA,6128031287,,https://www.jossartlaw.com/,60075-000,Attorneys & Lawyers,3/30/2009 0:00,9/13/2019 0:00,False,A+,100.0,,0.0,False,Micro-small,False,12/9/2020 4:49,BBB
456,704,1000025765,"Evergreen SMM, LLC",915 Mainstreet Ste Ll,,Hopkins,MN,55343,USA,,contact@evergreen.to,https://evergreen.to/,85272-110,Tech Support,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,11/25/2022 9:02,BBB
457,704,96074665,ICEA Bookstore,PO Box 20048,,Minneapolis,MN,55420,USA,9528548660,info@icea.org,https://www.icea.org/,61056-000,"Scholastic Prep Courses, Books & Materials",,,False,NR,0.0,1.0,,False,Micro-small,False,5/29/2022 8:11,Email
458,704,96104301,Fairbridge Inn & Suites,508 Kruckow Ave,,Caledonia,MN,55921,USA,5077258000,caledonia.mn@americinn.com,http://www.fairbridgeinns.com,60447-000,Hotels,1/1/1999 0:00,,False,NR,0.0,24.0,,False,Micro-small,False,5/6/2022 8:19,BBB
459,704,1000027205,Taquitos Auto Repair,8000 Powell Rd,,Hopkins,MN,55343,USA,9529235310,Fabian_1964@hotmail.com,https://taquitosautorepair.com/contact,60103-000,Auto Repair & Service,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,11/11/2022 9:29,BBB
460,704,14000554,"Bill&#39;s Well Drilling, Inc.",103 W Groundhouse St,,Ogilvie,MN,56358,USA,3202724220,,http://www.billswelldrillinginc.com,10169-000,Water Well Drilling & Service,1/1/1961 0:00,,True,A+,100.0,5.0,0.0,False,Micro-small,False,12/21/2022 9:21,BBB
461,704,1000004316,"Licari, Larsen & Co.",130 W Superior St Ste 712,,Duluth,MN,55802,USA,2187222226,,http://licarilarsen.com,60005-000,Accountants,4/6/1995 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/25/2021 4:05,BBB
462,704,96202530,The Origins Program,3805 Grand Ave S,,Minneapolis,MN,55409,USA,6128223422,origins@originsonline.org,http://www.originsonline.org,60319-000,Educational Consultants,1/1/1979 0:00,,False,A+,100.0,10.0,0.0,False,Small,False,4/9/2022 8:44,BBB
463,704,96012677,Journeys Unlimited,903 1st St N,,Hopkins,MN,55343,USA,9529309417,judycilla@frostbit.com,http://www.journeysunlimited-travel.com,70632-000,Travel Agencies & Bureaus,1/1/1994 0:00,3/17/2016 0:00,False,NR,0.0,2.0,,False,Small,False,3/25/2019 3:59,BBB
464,704,96126612,Kleen Products LLC,751 7th St,,Glenwood City,WI,54013,USA,9525440530,,http://www.kleenproductsllc.com,80119-000,Buffing & Polishing Equipment & Supplies,1/1/2007 0:00,,False,A+,100.0,8.0,,False,Micro-small,False,8/4/2022 8:30,BBB
465,704,21003669,SwyftPAY,7225 Forestview Ln N,,Maple Grove,MN,55369,USA,7633676770,brad@swyftpay.com,https://www.SwyftPAY.com,85221-000,Credit Card Processing Service,4/23/1996 0:00,,False,A+,100.0,20.0,,False,Small,False,1/31/2023 8:45,BBB
466,704,96093115,Emmons & Olivier Resources,604 1st St W,,Park Rapids,MN,56470,USA,6517708448,eor@eorinc.com,http://www.eorinc.com,60346-000,Environmental & Ecological Services,1/1/1997 0:00,,False,A+,100.0,36.0,,False,Small,False,7/8/2022 12:22,BBB
467,704,1000036202,AFC Travel Inc,511 E Travelers Trl,,Burnsville,MN,55337,USA,9528867676,staff@afctravel.com,https://www.afctravel.com/,70632-000,Travel Agencies & Bureaus,2/22/1995 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,10/8/2022 8:10,BBB
468,704,96117504,RLH Rightway Roofing,71338 180th St,,Albert Lea,MN,56007,USA,5073730409,rightwayroofing@live.com,http://www.rightwayroofingmn.com/,10126-000,Roofing Contractors,7/1/1993 0:00,,True,A+,100.0,4.0,,False,Micro-small,False,2/1/2023 8:57,BBB
469,704,96020294,Minnesota Residential Inspections,16445 Kingswood Ct,,Lakeville,MN,55044,USA,9528927670,thomas@mri-mn.com,http://mri-mn.com/,60469-000,Home Inspection Service,1/1/1984 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,1/26/2023 8:49,BBB
470,704,96062230,Fleet Street Publications,290 Rice Creek Blvd NE,,Fridley,MN,55432,USA,7635718292,averbell@aol.com,https://fleetst.net/welcome.php,60975-000,Magazine Sales,,,False,C,74.0,1.0,,False,Micro-small,False,5/18/2022 8:56,BBB
471,704,96196685,Custom Clean&#39;s Carpet and Upholstery Cleaning,19660 Burgess Ave,,Jordan,MN,55352,USA,9524922522,kurtfostersmith@yahoo.com,http://www.customcleans.com,60184-000,Carpet & Rug Cleaners,1/1/1989 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,8/5/2022 8:38,BBB
472,704,96160203,"FDC Services, Inc.",720 Anderson Ave,,Saint Cloud,MN,56303,USA,3206568880,jkern@fdcfulfillment.com,http://www.fdcfulfillment.com,60634-000,Packaging Service,1/1/1998 0:00,,False,A+,100.0,350.0,,False,Micro-small,False,7/10/2022 8:28,BBB
473,704,96108811,"Kennedy Transmission of Apple Valley, Inc.",14620 Glenda Dr,,Apple Valley,MN,55124,USA,9524326600,kennedy@kennedytrans.com,https://kennedytransmission.com/shop-locator/apple-valley-transmission-center/,60902-000,Transmissions - Automobile,5/1/1962 0:00,,True,A+,100.0,5.0,,False,Micro-small,False,2/6/2020 4:21,BBB
474,704,96559500,"Insight Brewing Company, LLC",2821 E Hennepin Ave,,Minneapolis,MN,55413,USA,6125547618,info@insightbrewing.com,http://www.insightbrewing.com,80079-000,Beer & Ale - Wholesale,11/21/2014 0:00,,False,A+,100.0,22.0,19.0,False,Small,False,9/4/2019 8:20,BBB
475,704,1000015899,"R.E. Smith Oil & Tire Co., Inc.",503 Faxon Rd N,,Nya,MN,55368,USA,9524672640,,http://resmithoiltirecoinc.napawebtools.com/,60103-000,Auto Repair & Service,9/8/1980 0:00,,False,A+,100.0,6.0,0.0,False,Small,False,6/8/2022 8:46,BBB
476,704,96094316,Towle Financial Services,225 S 6th St Ste 4100,,Minneapolis,MN,55402,USA,6122381170,,http://www.wellsfargo.com,20053-000,Mortgage Brokers,6/18/2008 0:00,,False,A+,100.0,20.0,0.0,False,Small,False,12/5/2021 3:57,BBB
477,704,96072882,The House of Wong,1163 Larpenteur Ave W,,Saint Paul,MN,55113,USA,6514886687,,http://www.houseofwongmn.com,50544-000,Restaurants,1/1/1984 0:00,,False,A+,100.0,70.0,,False,Small,False,10/1/2021 4:11,BBB
478,704,1283,Bloomington Chrysler Jeep Dodge,8000 Penn Ave S,,Minneapolis,MN,55431,USA,9523141248,legal@walser.com,http://www.bloomingtonchryslerjeep.net,50039-000,Auto Dealers - New Cars,9/1/1973 0:00,,True,A+,100.0,10.0,0.0,False,Small,False,1/27/2023 9:08,BBB
479,704,96577933,Crosswinds Cross Fit,20196 Heritage Dr,,Lakeville,MN,55044,USA,6128101021,info@crosswindscrossfit.com,http://www.crosswindscrossfit.com/,60430-100,Fitness Centers,1/1/2015 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/17/2022 9:21,BBB
480,704,96382948,"Avalon Construction, Inc.",10 E 26th St Apt 302,,Minneapolis,MN,55404,USA,6122396505,alex@avalon-construction.net,http://www.avalon-construction.net,10035-000,Contractors - General,1/2/2012 0:00,,True,A+,100.0,14.0,0.0,False,Micro-small,False,1/27/2023 9:09,BBB
481,704,1000056886,Buraq Consultants,2935 W Service Rd,,Eagan,MN,55121,USA,6124577527,hiring@buraqconsulting.com,http://buraqconsulting.com/,60328-100,Employment Service,11/24/2015 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,11/23/2022 9:43,BBB
482,704,96176634,"Axonom, Inc",6462 City West Pkwy STE 200,,Eden Prairie,MN,55344,USA,9526530400,marketing@axonom.com,http://www.axonom.com,60539-200,Marketing Software,1/1/2004 0:00,,False,A+,100.0,24.0,,False,Small,False,7/23/2022 8:43,BBB
483,704,96155192,"Shwaders Lawn Care and Landscape, LLC",8448 Pillsbury Ave S,,Bloomington,MN,55420,USA,9523034898,wade@shwaders.net,http://www.shwaders.net,00157-000,Lawn Maintenance,1/2/1997 0:00,,False,A+,100.0,2.0,,False,Micro-small,False,11/10/2022 9:22,BBB
484,704,96292921,American Independent Gold & Silver Inc,3756 W Broadway Ave,,Minneapolis,MN,55422,USA,8773121026,apgswisconsin@gmail.com,http://www.AmericanPlatinumGoldandSilver.com,50317-000,"Gold, Silver & Platinum Dealers",5/14/2010 0:00,12/13/2019 0:00,False,NR,0.0,6.0,,False,Small,False,12/19/2022 8:51,BBB
485,704,96092627,"Cut Above Wood Company, Inc.",18121 Liv Ln,,Eden Prairie,MN,55346,USA,6128652032,info@cutaboveinc.com,http://www.cutaboveinc.com,00219-000,Tree Service,1/1/1987 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,5/15/2022 8:11,BBB
486,704,96347405,Loring Theater,1407 Nicollet Ave,,Minneapolis,MN,55403,USA,6123536781,,http://www.loringtheater.com,61019-000,Theater Stage Play Houses,,,False,NR,0.0,1.0,,False,Micro-small,False,5/30/2022 8:36,BBB
487,704,1000011235,"Britsch & Associates, PC",415 6th Ave NE,,Devils Lake,ND,58301,USA,7016628724,bbritsch@britschcpa.com,http://www.britschcpa.com/,60004-000,Accountants - Certified Public,11/1/2004 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/5/2020 4:10,BBB
488,704,96537921,Thryv,200 S 6th St,,Minneapolis,MN,55402,USA,8662280248,ypexec@yp.com,https://www.thryv.com/,30003-000,Advertising - Directory & Guide,1885-03-01 00:00:00,,False,NR,0.0,1.0,0.0,True,Micro-small,False,6/1/2022 21:25,BBB
489,704,96384245,"Telecom Warehouse, LLC",1000 E 146th St Ste 130,,Burnsville,MN,55337,USA,9525132149,charlie@telcowarehouse.com,http://www.telcowarehouse.com,60172-111,Consultants - Telecommunication,8/11/2009 0:00,,False,A+,100.0,7.0,0.0,False,Small,False,9/20/2020 3:56,BBB
490,704,96204355,Capital Benefits Group,5006 Lyndale Ave S,,Minneapolis,MN,55419,USA,8883278880,rrogers@capital-benefits.com,http://Capital-Benefits.com,20019-100,Insurance Agency,5/11/1998 0:00,,False,A+,100.0,3.0,,False,Small,False,1/14/2023 8:57,BBB
491,704,96083409,"DSAI, Inc.",1645 White Bear Ave N Ste A,,Saint Paul,MN,55106,USA,,customerservice@grandcleaners.net,http://www.grandcleaners.net,60993-000,Auto Service - Steam Cleaning,4/9/1999 0:00,8/25/2021 0:00,False,NR,0.0,15.0,0.0,False,Small,False,8/27/2021 4:04,BBB
492,704,96387390,Whispering Pines Log Homes,15348 US Highway 10,PO Box 99,Verndale,MN,56481,USA,2186311974,info@wploghomes.com,http://www.wploghomes.com,10087-000,"Log Cabins, Homes & Buildings",1/4/2012 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,4/20/2022 8:36,BBB
493,704,96092332,Audibel Hearing Centers,6700 Washington Ave S,,Eden Prairie,MN,55344,USA,8007692590,audibel@hickorytech.net,http://www.audibel.com,50337-000,Hearing Aids & Assistive Devices,1/1/2003 0:00,,False,A+,100.0,5.0,,False,Micro-small,False,7/14/2021 4:27,BBB
