,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code,manually_checked
12,1946,704,1000004821,Capital Courier,690 Wheeler St N,,Saint Paul,MN,55104,USA,6514885900,,https://www.capitalexpress.biz/locations/st-cloud-2/,70640-000,Trucking,1/1/2002 0:00,1/7/2008 0:00,FALSE,NR,0,10,,FALSE,Micro-small,FALSE,9/26/2018 4:59,Search,200,0
13,1947,704,1000002018,Locktech,PO Box 8022,,Fargo,ND,58109,USA,7017301590,,https://www.locktech.com/,60522-000,Locks & Locksmiths,1/1/2009 0:00,1/10/2020 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/16/2023 8:36,Search,200,1
14,1948,704,1000002436,Buggy Bath Car Wash,6251 Queensland Ln N,,Osseo,MN,55311,USA,6513301438,,https://buggybathcarwash.com/,60180-000,Car Wash & Polish,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/30/2023 8:34,Search,200,1
15,1949,704,1000005428,Bluff Creek Construction Company,1401 Hesse Farm Rd,,Chaska,MN,55318,USA,9524454552,,https://www.b2byellowpages.com/company-information/094329297-bluff-creek-construction.html,10177-000,Construction & Remodeling Services,12/31/2008 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/26/2022 8:46,Search,200,0
16,1950,704,1000002972,Integrity Carpet Cleaning,15631 Darling Path,,Rosemount,MN,55068,USA,6513224935,,https://www.facebook.com/IntegrityCarpetCleaningServices/,60184-000,Carpet & Rug Cleaners,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/29/2023 8:36,Search,200,0
17,1951,704,1000004942,Lakestone Builders,12605 Ottawa Ave,,Savage,MN,55378,USA,6124790710,,https://www.facebook.com/Lakestone-Builders-1630302117085434/,10099-000,Patio & Deck Builders,12/1/2015 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,2/12/2022 9:24,Search,200,0
18,1952,704,1000005863,Dauk Construction Inc,22274 Oriole Rd,,Madison Lake,MN,56063,USA,5073515993,,https://daukconstruction.com/,10177-000,Construction & Remodeling Services,5/23/2005 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/11/2020 5:36,Search,200,1
19,1953,704,1000004957,Arnold Heberling Construction LLC,330 Maple Ave N,,Annandale,MN,55302,USA,3202741449,,https://opencorporates.com/companies/us_mn/45fdd484-97d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,5/3/2011 0:00,1/6/2019 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/11/2022 9:34,Search,200,0
20,1954,704,1000001515,Mbd Merchant,25 Birch Ave S,,Maple Lake,MN,55358,USA,3209637345,,http://www.salespider.com/b-195851076/m-b-d-merchant-faith-filled-gifts,50085-000,Books - New,,,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,5/24/2022 8:16,Search,200,0
21,1955,704,1000005460,"David B. Lee, CPA, LLC",5000 Mirror Lakes Dr,,Minneapolis,MN,55436,USA,9522700090,,https://taxrpo.com/preparer/david-lee-minneapolis-mn/,60005-000,Accountants,5/11/2012 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/26/2022 8:45,Search,200,0
22,1956,704,1000005047,"Brady Dreyer Construction, LLC",821 Nicollet Ave,,North Mankato,MN,56003,USA,5073888047,,https://opencorporates.com/companies/us_mn/6f6a1f87-94d4-e011-a886-001ec94ffe7f,10035-000,Contractors - General,1/13/2010 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,3/18/2021 4:08,Search,200,0
23,1957,704,1000005018,"D.L. Remodeling, LLC",6575 Killdeer Dr,,Lino Lakes,MN,55014,USA,6128010787,,https://www.facebook.com/dave.larson.501/,10177-000,Construction & Remodeling Services,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,2/5/2023 8:42,Search,200,0
24,1958,704,1000006766,All Metro Glass,1387 Cope Ave E,,Saint Paul,MN,55109,USA,6517771910,,https://foursquare.com/v/all-metro-glass/504f9a69e4b044b0249823fc,50110-000,Building Materials,1/1/2008 0:00,,FALSE,NR,0,50,0,FALSE,Micro-small,FALSE,2/8/2023 9:28,Search,200,0
25,1959,704,1000004746,E & L Electric,61785 Kirkwood Dr,PO Box 65,Warroad,MN,56763,USA,2183862138,,https://www.facebook.com/EandLElectric/,10049-000,Electricians,9/30/1993 0:00,,FALSE,NR,0,3,0,FALSE,Micro-small,FALSE,1/23/2023 8:35,Search,200,0
26,1960,704,1000006718,JMS Custom Services,590 Main Ave. W.,,Winsted,MN,55395,USA,3204852261,,https://www.facebook.com/jmscustomservices/,60107-700,Auto Repair - Maintenance,1/3/1979 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,8/23/2020 3:48,Search,200,0
27,1961,704,1000001936,Aerosim Technologies,351 Cliff Rd E Ste 200,,Burnsville,MN,55337,USA,9528944694,,https://www.aerospace-technology.com/contractors/training/aerosim/,50173-000,Computers - Dealers,10/14/1993 0:00,,FALSE,A+,100,50,0,FALSE,Micro-small,FALSE,1/31/2023 15:41,Search,200,1
28,1962,704,1000003854,Doug Moe Construction LLC,360 Williams St,,Lewiston,MN,55952,USA,5075232803,,https://opencorporates.com/companies/us_mn/aec3b4f8-94d4-e011-a886-001ec94ffe7f,10035-000,Contractors - General,12/15/2009 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/24/2023 8:58,Search,200,0
29,1963,704,1000005502,Edina Market & Deli,7102 Amundson Ave,,Edina,MN,55439,USA,9529425216,,https://www.menupix.com/twincities/restaurants/478674/Edina-Market-Deli-Edina-MN,50278-000,Foods - Carry Out,9/19/2016 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/26/2022 8:45,Search,200,0
30,1964,704,1000005530,Goode Snow Plowing,9132 Upton Ave S,,Minneapolis,MN,55431,USA,9528885885,,https://nextdoor.com/pages/goode-snow-plowing-minneapolis-mn/,60478-000,Janitor Service,1/1/2008 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/21/2022 9:22,Search,200,0
31,1965,704,1000005490,Dakota Craftsman,4011 Glendale Dr,,Excelsior,MN,55331,USA,6127600628,,https://nextdoor.com/pages/dakota-craftsman-excelsior-mn/,10019-000,Carpenters,5/1/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,3/10/2020 4:10,Search,200,0
32,1966,704,1000006240,"Acorn Builders, LLC",1303 48th St SW,,Pine River,MN,56474,USA,2185685353,,https://www.dandb.com/businessdirectory/acornbuildersllc-pineriver-mn-2121789.html,60057-000,Architects,4/12/2004 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/3/2023 8:39,Search,200,0
33,1967,704,1000005193,Wildflowers Floral and Gift L. L. C.,38830 Forest Blvd,,North Branch,MN,55056,USA,6516746280,,https://www.oldhighway61.com/listings/wildflowers-floral-and-gift-llc/,50275-000,Florists - Retail,5/25/2012 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/28/2022 8:24,Search,200,0
34,1968,704,1000000189,Blast Pro Contracting Inc,1016 17th St Ne,,Mandan,ND,58554,USA,7016631112,,https://www.yellowpages.com/mandan-nd/mip/blast-pro-contracting-inc-15272294,10035-000,Contractors - General,1/1/2006 0:00,,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,5/11/2022 13:48,Search,200,0
35,1969,704,1000005040,Brad Gusa Construction LLC,PO Box 205,,Kellogg,MN,55945,USA,6513804017,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1193776,10035-000,Contractors - General,5/7/2015 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/20/2022 8:57,Search,200,0
36,1970,704,1000003284,Northside Motors,22285 Raven St Nw,,Cedar,MN,55011,USA,7637532972,,https://zaubee.com/biz/northside-motors-7di91z4a,60103-000,Auto Repair & Service,8/30/2010 0:00,,FALSE,A+,100,4,0,FALSE,Micro-small,FALSE,12/8/2020 4:09,Search,200,0
