,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code
1214,704,1000005550,Aqua Shine Car Wash,728 N Main St,,Le Sueur,MN,56058.0,USA,5076656500.0,,https://www.keyc.com/2022/04/28/le-sueur-police-release-aqua-shine-car-wash-burglary-update/,60180-000,Car Wash & Polish,3/28/96 0:00,,False,A+,100.0,2.0,0.0,False,Micro-small,False,12/28/19 4:25,Search,200
1215,704,1000002439,Traditions 1,195 24th Pl NW,,Owatonna,MN,55060.0,USA,5074550700.0,,https://www.facebook.com/traditionsofowatonna/,61002-100,Assisted Living & Adult Family Homes,1/25/05 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,7/8/22 12:29,Search,200
1216,704,1000006246,Kingston Construction,3905 Donway Dr NE,,Alexandria,MN,56308.0,USA,3207627274.0,,https://www.houzz.com/professionals/home-builders/kingston-construction-llc-pfvwus-pf~2048732018,10035-000,Contractors - General,1/1/97 0:00,,False,A+,100.0,2.0,0.0,False,Micro-small,False,6/15/21 4:23,Search,200
1217,704,1000006030,Dale&#39;s Handy Service,213 4th Ave NW,,Dilworth,MN,56529.0,USA,2187900769.0,,https://www.showmelocal.com/profile.aspx?bid=23579465,10178-000,Windows - Installation & Service,1/1/00 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/10/23 8:49,Search,200
1218,704,1000002781,Black Plains Buffalo Ranch,870 50th St NW,,Danvers,MN,56231.0,USA,3205672242.0,,https://www.kaffmandu.com/danversmgh,00204-000,Ranches,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/29/23 8:36,Search,200
1219,704,1000002341,Thelen Appraisals ,3633 17th St S Southpionte,,Fargo,ND,58104.0,USA,7017295038.0,,https://thelenappraisal2.appraiserxsites.com/,60045-000,Appraisers,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/30/23 8:34,Search,200
1220,704,1000005311,Pilgrimage Cafe,3233 dakota ave s,,Minneapolis,MN,55416.0,USA,6127290034.0,,https://foursquare.com/v/pilgrimage-cafe/54d4d53d498e6a2031e89f36,50544-000,Restaurants,9/18/14 0:00,9/20/17 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,9/21/20 4:02,Search,200
1221,704,1000001591,TK Construction Management Services LLC,1920 Whitetail Ridge Ct,,Excelsior,MN,55331.0,USA,6123631835.0,,https://www.dandb.com/businessdirectory/t.k.constructionmanagementservicesllc-excelsior-mn-7626972.html,10177-000,Construction & Remodeling Services,1/4/10 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/31/23 19:08,Search,200
1222,704,1000001903,Country Pride True Value,1100 3rd Ave,,Birmingham Lake,MN,56159.0,USA,5074272333.0,,https://stores.truevalue.com/mn/mountain-lake/10094/,50333-000,Hardware - Retail,,,False,NR,0.0,20.0,0.0,False,Micro-small,False,1/30/23 8:33,Search,200
1223,704,1000002920,G Salk Inc,34938 County Road 4,,Saint Joseph,MN,56374.0,USA,3202595708.0,,https://www.salkinc.com/,50173-000,Computers - Dealers,,7/18/12 0:00,False,NR,0.0,,,False,Micro-small,False,8/20/18 4:52,Search,200
1224,704,1000005736,"Clancy's Enterprise, Inc.",18755 babcock ave,,Lester Pr,MN,55354.0,USA,9522506666.0,,https://www.dandb.com/businessdirectory/clancyenterpriseinc-lesterprairie-mn-21498648.html,10177-000,Construction & Remodeling Services,3/5/02 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/6/22 9:01,Search,200
1225,704,1000004989,Hampton Inn,2812 University Ave SE,,Minneapolis,MN,55454.0,USA,6122598797.0,,https://www.hilton.com/en/hotels/mspmdhx-hampton-suites-minneapolis-downtown/,60447-000,Hotels,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,6/1/22 21:26,Search,200
1226,704,1000005492,Arlington Liquors,418 W Main St,,Arlington,MN,55307.0,USA,5079642727.0,,https://arlington-liquors.com/,50399-000,Liquor Stores,6/21/05 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,3/4/20 5:16,Search,200
1227,704,1000005582,Tai Commercial+Residential Build+Remodel & Repair Company,14844 Creditview Dr,,Savage,MN,55378.0,USA,9522105790.0,,https://www.homeyou.com/tai-commercial-residential-build-remodel-and-repair-company-savage-mn,10177-101,Bathroom Remodeling,4/27/09 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/26/22 8:45,Search,200
1228,704,1000003298,JL James Construction Services,2041 4th St E,,Saint Paul,MN,55119.0,USA,6513294478.0,,https://jljameshomes.com/,10177-000,Construction & Remodeling Services,9/29/15 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,10/25/22 8:10,Search,200
1229,704,1000004269,Original Coney Island Diner,107 E Superior St,,Duluth,MN,55802.0,USA,2187271077.0,,https://www.coneyislanddeluxe.com/,50544-000,Restaurants,8/25/08 0:00,2/1/18 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2/2/21 4:01,Search,200
1230,704,1000006158,Costin Brothers Construction,707 N 7th,,Hallock,MN,56728.0,USA,2188432651.0,,https://www.homeyou.com/costin-brothers-construction-hallock-mn,10177-000,Construction & Remodeling Services,4/26/99 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,7/14/22 8:24,Search,200
1231,704,1000000214,Lakewinds Food Co-op ,6321 Bury Dr Suite 21,,Eden Prairie,MN,55346.0,USA,9522398497.0,,https://www.lakewinds.coop/,80320-000,Food Products,5/7/14 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,4/24/22 8:09,Search,200
1232,704,1000002942,D & M Auto Body,1123 15th Ave NE,,East Grand Forks,MN,56721.0,USA,2187737797.0,,https://www.autobody-review.com/shop/i30468/d-m-auto-body,60094-000,Auto Body Repair & Painting,1/1/84 0:00,7/14/16 0:00,False,NR,0.0,1.0,,False,Micro-small,False,7/16/19 4:29,Search,200
1233,704,1000005459,Bode & Lieske Construction Inc,501 Moreland Ave,,Mankato,MN,56001.0,USA,,,https://gmg.greatermankato.com/Construction-Companies/Bode-Lieske-Construction-4593,10177-000,Construction & Remodeling Services,3/16/99 0:00,7/1/19 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,7/8/22 12:29,Search,200
1234,704,1000005390,Bruegger&#39;s Bagels,3450 Pilot Knob Rd,,Eagan,MN,55122.0,USA,6516880400.0,,https://locations.brueggers.com/us/mn/eagan/2149a-cliff-road,50051-000,Bagels,11/23/09 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/17/23 8:46,Search,200
1235,704,1000005580,Top Level Detail LLC,519 2nd St NE,,Hopkins,MN,55343.0,USA,6124240402.0,,https://www.facebook.com/topleveldtl/,60096-000,Auto Detailing,3/28/16 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2/7/23 9:00,Search,200
1236,704,1000003805,Isle Bowl & Pizza,4831 171st Ave NW,,Ham Lake,MN,55304.0,USA,3206768804.0,,https://www.islebowlandpizza.com/,60016-000,Advertising - Newspaper,1/1/02 0:00,,False,NR,0.0,4.0,0.0,False,Micro-small,False,1/28/23 8:48,Search,200
1237,704,1000002179,Bagley Bakery,23 Main Ave S,,Bagley,MN,56621.0,USA,2186946114.0,,https://www.menupix.com/minnesota/restaurants/368081/Bagley-Bakery-Bagley-MN,50052-000,Bakers - Retail,1/1/84 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,1/30/23 8:33,Search,200
1238,704,1000002917,Mt Olivet Rolling Acres,42037 248th Pl,,Mcgregor,MN,55760.0,USA,2187683069.0,,https://www.facebook.com/100870439992086/posts/therapeuticrecreationalweekmcgregor-property-was-donated-to-mount-olivet-rolling/2114645055281271/,60179-000,Camps,1/1/98 0:00,,False,NR,0.0,6.0,0.0,False,Micro-small,False,1/29/23 8:36,Search,200
1239,704,1000000133,YMG Home Care,5811 Cedar Lake Rd S,,Minneapolis,MN,55416.0,USA,9523036025.0,,https://www.minnesotahelp.info/Providers/YMG_Home_Care_Services_Inc/Personal_Care_Assistant_PCA/1?returnUrl=%2FSpecialTopics%2FSeniors%2F19352%3F%253fstart%3D2701%26start%3D921,60441-000,Home Health Services,8/17/07 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,7/30/22 8:29,Search,200
1240,704,1000005539,Gregs Lawn Care Service,125 Fairway Dr,,Albany,MN,56307.0,USA,3208454623.0,,https://www.gregslawn.com/,00155-000,Landscape Contractors,12/31/13 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/26/22 8:46,Search,200
1241,704,1000004996,Cutting Edge Power Equipment,110 2nd St S Ste 218,,Waite Park,MN,56387.0,USA,,,https://www.cuttingedgemower.com/,50229-000,Drawing Materials,,8/31/16 0:00,False,NR,0.0,1.0,,False,Micro-small,False,9/3/19 4:20,Search,200
1242,704,1000004208,Scenic View Campground Resort & RV,4957 County Road 91 SW,,Alexandria,MN,56308.0,USA,3207609395.0,,https://www.exploreminnesota.com/profile/scenic-view-rv-campground/3512,60177-000,Campgrounds & RV Parks,5/12/09 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2/8/23 18:32,Search,200
1243,704,1000003074,Boe&#39;s Tree Care LLC,2141 24th St NE,,Mekinock,ND,58258.0,USA,7013305342.0,,https://www.facebook.com/boestreecare/,00219-000,Tree Service,11/13/15 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2/4/23 9:01,Search,200
1244,704,1000003874,Adams Siding LLC,31024 Murry School Rd NE,,Blackduck,MN,56630.0,USA,2184074402.0,,http://www.adamssidingandwindows.com/,10135-000,Siding Contractors,3/6/14 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/10/23 8:49,Search,200
1245,704,1000002077,MN Advocates for Patients,21370 John Milless Dr,,Rogers,MN,55374.0,USA,9522122900.0,,https://seniorcommunity.org/mn-advocates-patients-celebrates-one-year-anniversary/,85296-000,Elderly/Senior Specialty Services,6/4/15 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/31/23 8:46,Search,200
1246,704,1000005549,The Employment Poole,113 N Main St,,Le Sueur,MN,56058.0,USA,5076653720.0,,https://employment-agencies.cmac.ws/the-employment-poole-inc/20171/,60326-100,Staffing - Technical,10/14/96 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/26/20 3:54,Search,200
1247,704,1000004931,American Pride Remodeling Inc,716 N Evergreen St,,Royalton,MN,56373.0,USA,3205845043.0,,https://pr.business/american-pride-remodeling-inc-royalton-minnesota,10177-000,Construction & Remodeling Services,5/11/99 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,8/31/19 4:14,Search,200
1248,704,1000005029,Aho Lawn & Snow,930 Klyva Rd Se,,Cokato,MN,55321.0,USA,3202865094.0,,https://www.dandb.com/businessdirectory/aholawnsnow-cokato-mn-16767823.html,00155-000,Landscape Contractors,1/1/03 0:00,1/2/20 0:00,False,NR,0.0,4.0,,False,Micro-small,False,1/9/23 8:32,Search,200
1249,704,1000001855,Kaz Hardware & Rental Center,19 Oak Ave Ste A,,Annandale,MN,55302.0,USA,3202745214.0,,https://kazhardware.doitbest.com/,50333-000,Hardware - Retail,12/4/74 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,6/3/22 9:03,Search,200
1250,704,1000006243,"Lake City Septic Service, Inc.",28451 712th St,,Lake City,MN,55041.0,USA,6513455495.0,,https://www.septic.com/septic-services/minnesota/lake-city/lake-city-septic-service/,10129-000,Septic Tanks & Systems Contractors & Dealers,2/9/05 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/29/20 6:33,Search,200
1251,704,1000005703,Cedar City Builders LLC,51770 160th St,,Austin,MN,55912.0,USA,5074337764.0,,https://www.bizapedia.com/mn/cedar-city-builders-llc.html,10035-000,Contractors - General,1/24/02 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/27/22 8:49,Search,200
1252,704,1000001873,"Good Domus, LLC",510 Evergreen Ln N,,Minneapolis,MN,55441.0,USA,7635139940.0,,https://www.dandb.com/businessdirectory/gooddomusllc-plymouth-mn-35190460.html,60732-000,Property Management,7/14/08 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,6/30/21 5:47,Search,200
1253,704,1000001944,Rodent & Wildlife Management,1391 County Road 7 NE,,Longville,MN,56655.0,USA,2183633324.0,,https://www.yellowpages.com/longville-mn/mip/rodent-wildlife-management-466145606,60650-000,Pest Control Services,1/1/06 0:00,6/8/16 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,10/12/21 3:56,Search,200
1254,704,1000002425,Acacia Construction LLC,7900 Excelsior Blvd Ste 282,,Hopkins,MN,55343.0,USA,9524261627.0,,http://www.acaciallc.net/contact.html,10177-000,Construction & Remodeling Services,4/23/12 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,8/9/22 8:29,Search,200
1255,704,1000000111,America&#39;s Best Contacts & Eyeglasses,12940 Riverdale Dr NW,,Coon Rapids,MN,55448.0,USA,9526561005.0,,https://www.americasbest.com/location/mn/coon-rapids/riverdale-crossing,50467-000,Optical Goods - Retail,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/31/23 8:46,Search,200
1256,704,1000000109,Mike Scheveck Painting LLC,5908 Halifax Pl,,Minneapolis,MN,55429.0,USA,7635049768.0,,https://nextdoor.com/pages/mike-scheveck-painting-llc-golden-valley-mn/,10095-000,Painting Contractors,6/19/09 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,12/6/22 9:13,Search,200
1257,704,1000005525,Bohnsack Construction LLC,49155 Co Rd 182,,Osakis,MN,56360.0,USA,3207667100.0,,https://en-gb.facebook.com/Bohnsack-Construction-LLC-228105033876890/,10177-000,Construction & Remodeling Services,6/27/03 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/22/22 8:57,Search,200
1258,704,1000003272,Cokato Wine & Spirits,500 Cokato St W,,Cokato,MN,55321.0,USA,3205590112.0,,https://www.facebook.com/profile.php?id=100057060476543,50399-000,Liquor Stores,9/27/12 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,10/10/22 7:59,Search,200
1259,704,1000003623,"Dui Bail Bonds, LLC",8200 Humboldt Ave S,STE 120,Bloomington,MN,55431.0,USA,6512431019.0,,https://www.ffldealernetwork.com/bloomington/midwest/dui-bail-bonds-llc,60119-000,Bail Bonds,1/7/09 0:00,11/20/19 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,11/21/22 8:39,Search,200
1260,704,1000005668,Con-Tak Construction LLC,1975 Oak Dr SW,,Pine City,MN,55063.0,USA,3202376061.0,,https://www.dandb.com/businessdirectory/contakconstructionllc-pinecity-mn-11187673.html,10177-000,Construction & Remodeling Services,9/1/05 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/26/22 8:46,Search,200
1261,704,1000003078,1976 Enterprises,302 4th St NW Apt 101,,Wadena,MN,56482.0,USA,2183712193.0,,https://vymaps.com/US/1976-Enterprises-Apartments-507263496085465/,60042-000,Apartments,7/18/16 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/29/23 8:36,Search,200
1262,704,1000005590,Cosgrove House,228 S 2nd St,,Le Sueur,MN,56058.0,USA,5076652500.0,,https://www.roadtripsandhistory.com/2022/smith-cosgrove-house-in-le-sueur/,60136-000,Bed & Breakfast,6/19/02 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/26/22 8:45,Search,200
1263,704,1000004639,Aaron&#39;s Exterior Services,2397 Sparrow Dr,,Dickinson,ND,58601.0,USA,7013001033.0,,https://www.facebook.com/AaronsDickinson/,60940-000,Pressure Washing,3/1/16 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/6/22 9:13,Search,200
1264,704,1000005335,"Handley Enterprises, Inc.",6569 158th St W Apt 220D,,Apple Valley,MN,55124.0,USA,6125162444.0,,https://www.bizapedia.com/mn/handley-enterprises-inc.html,10035-000,Contractors - General,4/10/14 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/7/23 9:07,Search,200
1265,704,1000004635,Pub West,3140 Blue Stem Drive,,West Fargo,ND,58078.0,USA,7013569378.0,,https://pubwest.pub/,50643-000,Bars & Taverns,12/15/14 0:00,,False,A+,100.0,,0.0,False,Micro-small,False,1/29/20 6:34,Search,200
1266,704,1000005015,Rapids Lawn Care LLC,320 8th Ave S,,Sauk Rapids,MN,56379.0,USA,3202920826.0,,https://www.dandb.com/businessdirectory/rapidslawncarellc-saukrapids-mn-34019084.html,00157-000,Lawn Maintenance,5/3/11 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/13/21 4:06,Search,200
1267,704,1000002446,Knollwood Builders,PO Box 203,,Pennock,MN,56279.0,USA,3205994231.0,,https://www.whereorg.com/knollwood-builders-8221326,30760-000,Woodworking,1/1/94 0:00,10/18/19 0:00,False,NR,0.0,1.0,,False,Micro-small,False,7/12/22 8:33,Search,200
1268,704,1000006776,Bertram Bldg & Remodeling,7002 Fernbrook Ln N,,Osseo,MN,55311.0,USA,7634206772.0,,https://nextdoor.com/pages/bertram-building-remodeling-osseo-mn/,10035-000,Contractors - General,1/20/98 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/10/23 8:49,Search,200
1269,704,1000000016,Live Tree Nursery,146 Wilderness Way,,Good Thunder,MN,56037.0,USA,5072783414.0,,https://gmg.greatermankato.com/Tree-and-Stump-Service-and-Removal/Live-Tree-Nursery-2925,00155-000,Landscape Contractors,1/1/84 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,4/13/22 8:06,Search,200
1270,704,1000001401,American Mortgage,,,Lakeville,MN,55044.0,USA,6122001052.0,,https://yellow.place/en/american-mortgage-equity-consultants-inc-lakeville-lakeville-usa,20053-200,Mortgage Lender,,10/16/19 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,7/10/21 4:23,Search,200
1271,704,1000002929,A & D Storage,34901 County Rd,,Albany,MN,56307.0,USA,3208452466.0,,https://www.showmelocal.com/profile.aspx?bid=1068616,70644-000,Warehouses - Merchandise,1/1/96 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,1/29/23 8:36,Search,200
1272,704,1000005431,"Bluhm Contracting & Construction, LLC",11673 WILTON BRIDGE RD,,Waseca,MN,56093.0,USA,6122554583.0,,http://bcimn.com/,10177-000,Construction & Remodeling Services,4/24/09 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2/7/23 9:00,Search,200
1273,704,1000006333,Jeremy Seifert Electric,45458 442nd St,,Perham,MN,56573.0,USA,2183466580.0,,https://www.facebook.com/JeremySeifertElectricInc/,10049-000,Electricians,1/1/06 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,3/13/21 4:07,Search,200
1274,704,1000005930,"Foot & Ankle Medical Clinic, P.A.",1504 White Bear Ave N,,Saint Paul,MN,55106.0,USA,6517712513.0,,https://www.footandankleclinics.com/,60698-000,Podiatrists ,10/3/16 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/24/23 8:58,Search,200
1275,704,1000001815,Scott Powers Investment Corp.,18210 141st St NE,,Hawick,MN,56273.0,USA,3202178078.0,,http://scottpowersconsulting.com/,20085-200,Investment Management,1/27/10 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,11/29/22 9:07,Search,200
1276,704,1000005961,No Worry Lawn & Yard Service,122 Redstone Dr,,Bismarck,ND,58503.0,USA,7012021315.0,,https://bismarcktribune.com/places/agriculture/landscaping_garden_services/miscellaneous/no-worry-lawn-yard-service/business_4000067562.html,00157-000,Lawn Maintenance,8/11/15 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,6/14/20 3:55,Search,200
1277,704,1000005789,CNY Construction LLC,721 Heritage Ln,,Belle Plaine,MN,56011.0,USA,6129408520.0,,https://www.superpages.com/belle-plaine-mn/bpp/cny-construction-22506200,10078-000,Home Builders,2/18/10 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/10/22 9:23,Search,200
1278,704,1000002829,Feathers & Foam Framing,5540 Dundee Rd,,Minneapolis,MN,55436.0,USA,9529204065.0,,https://commercial-construction-consultants.cmac.ws/feathers-foam-framing/7862/,10177-000,Construction & Remodeling Services,1/1/09 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,10/16/22 8:03,Search,200
1279,704,1000002633,"Valley Concrete, Inc",7755 Leeward Ave N,,Stillwater,MN,55082.0,USA,6514394711.0,,https://www.thebluebook.com/iProView/386951/valley-concrete-inc/subcontractors/,10032-000,Concrete Contractors,3/15/93 0:00,,False,NR,0.0,6.0,0.0,False,Micro-small,False,11/25/22 9:02,Search,200
1280,704,1000006156,AAA Striping LLC,404 Main St N,,Velva,ND,58790.0,USA,7017200286.0,,https://opencorporates.com/companies/us_nd/0000154740,10177-000,Construction & Remodeling Services,6/17/16 0:00,5/10/18 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,5/11/21 4:04,Search,200
1281,704,1000005223,Charles Berg Construction,23504 830TH AVE,,Albert Lea,MN,56007.0,USA,5073838070.0,,https://www.albertleatribune.com/2019/02/1-arrested-for-drunk-driving-and-other-reports-6/,10177-000,Construction & Remodeling Services,12/10/03 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,3/16/22 8:54,Search,200
1282,704,1000005071,Brian Sand Construction LLC,721 2nd Ave,,Albany,MN,56307.0,USA,3202505047.0,,https://opencorporates.com/companies/us_mn/9ae90af6-92d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,11/25/09 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/14/21 5:06,Search,200
1283,704,1000005642,Derek Krebs Construction,502 N Van Buren Ave,,Springfield,MN,56087.0,USA,3207608669.0,,https://www.facebook.com/Derek-Krebs-Construction-LLC-122766641448235/,10177-000,Construction & Remodeling Services,3/9/15 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/8/20 5:24,Search,200
1284,704,1000006280,"Warrior Specialty Contracting, LLC",17825 30th St,,Mayer,MN,55360.0,USA,6122397699.0,,https://www.bizapedia.com/mn/warrior-specialty-contracting-l-l-c.html,10050-000,Excavating Contractors,4/17/14 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,7/8/22 12:29,Search,200
1285,704,1000006797,Scofield Homeworks,5601 Wooddale Ave,,Edina,MN,55424.0,USA,6127013968.0,,https://radaris.com/p/Craig/Scofield/,10035-000,Contractors - General,4/17/09 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/22/21 4:11,Search,200
1286,704,1000006081,A G Repair and Sales,821 14th St SE,,Fort Rice,ND,58554.0,USA,7014719071.0,,https://www.baribeauimplement.com/,60343-000,Engines - Rebuild & Exchange,9/18/14 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/2/23 8:49,Search,200
